Značka,Model,Objem (l),Rok,Najeté km,Cena,Palivo,Převodovka,Výkon (kW),Zdroj
Honda,Hr V,1.6,1999,196000,64900,Benzín,Manuální,77,Sauto
Citroen,C3,1.4,2011,226000,64990,Nafta,Manuální,50,Sauto
Subaru,Justy,1.3,2005,118200,64990,Benzín,Manuální,66,Sauto
Mazda,3,1.6,2006,160763,64999,Benzín,Manuální,77,Sauto
Toyota,Auris,1.4,2007,221229,64999,Benzín,Manuální,71,Sauto
Fiat,Croma,1.9,2008,183200,64999,Nafta,Automatická,110,Sauto
Mercedes-Benz,Třída,1.8,2004,236411,65000,benzín,manual,120,Autoesa
Subaru,Impreza,1.5,2009,233000,65000,Benzín,Manuální,79,Sauto
Kia,Rio,1.4,2010,75623,65000,Benzín,Manuální,71,Sauto
Toyota,Verso,2.0,2009,231100,65000,Nafta,Manuální,93,Sauto
Kia,Ceed,1.6,2009,194049,65000,nafta,manual,84,Autoesa
Volvo,V50,2.0,2006,338740,65000,Nafta,Manuální,100,Sauto
Volvo,V50,2.0,2006,338740,65000,nafta,manual,100,Autoesa
Fiat,Bravo,1.4,2009,191220,65000,Benzín,Manuální,88,Sauto
Honda,Cr V,2.0,2004,341184,65000,LPG + benzín,Manuální,110,Sauto
Honda,Civic,1.3,2006,187324,65000,Benzín,Manuální,61,Sauto
Nissan,Tiida,1.6,2009,183321,65000,benzín,manual,81,Autoesa
Mazda,5,1.8,2007,197391,65000,Benzín,Manuální,85,Sauto
Mazda,2,1.3,2011,195000,65000,Benzín,Manuální,55,Sauto
Kia,Carens,2.0,2007,197407,65000,nafta,manual,103,Autoesa
Fiat,Sedici,1.9,2007,224654,65000,nafta,manual,88,Autoesa
Škoda,Fabia,1.2,2008,168505,65000,benzín,manual,51,Autoesa
Mercedes Benz,Tridy E,2.1,2000,406566,65000,Nafta,Automatická,105,Sauto
Subaru,Impreza,1.5,2008,265197,65000,Benzín,Manuální,79,Sauto
Honda,Cr V,2.2,2007,296749,65000,Nafta,Manuální,103,Sauto
Volvo,Xc90,2.4,2005,478000,65000,Nafta,Automatická,136,Sauto
Skoda,Octavia,1.6,2007,163164,65000,Benzín,Manuální,75,Sauto
Seat,Leon,1.6,2010,205158,66000,nafta,manual,77,Autoesa
Volvo,V50,2.0,2008,287358,66000,Nafta,Manuální,100,Sauto
Nissan,Micra,1.2,2010,104000,66000,Benzín,Manuální,48,Sauto
Opel,Corsa,1.2,2010,155200,66900,Benzín,Manuální,51,Sauto
Nissan,Note,1.4,2006,263000,67000,Benzín,Manuální,65,Sauto
Nissan,Note,1.4,2008,183000,67000,Benzín,Manuální,65,Sauto
Kia,Cee D,1.6,2007,143000,67500,Nafta,Manuální,85,Sauto
Mitsubishi,Grandis,2.0,2008,366083,67500,Nafta,Manuální,100,Sauto
Audi,A4,3.0,2005,337916,68000,nafta,manual,150,Autoesa
Ford,S-MAX,2.0,2007,240813,68000,nafta,automat,103,Autoesa
Audi,A4,3.0,2005,337916,68000,Nafta,Manuální,150,Sauto
Hyundai,I30,1.6,2008,192496,68000,nafta,manual,66,Autoesa
Mazda,5,2.0,2005,200240,68000,Benzín,Manuální,107,Sauto
Mazda,6,2.0,2005,114645,68000,benzín,manual,104,Autoesa
Citroën,C4,1.6,2007,284935,68000,nafta,manual,80,Autoesa
Peugeot,308,1.6,2012,186076,68000,nafta,manual,68,Autoesa
Fiat,Bravo,1.6,2009,257300,68900,Nafta,Manuální,88,Sauto
Toyota,Corolla,1.6,2008,317302,69000,Benzín,Manuální,91,Sauto
Mini,Cooper,1.6,2004,173702,69000,Benzín,Manuální,85,Sauto
Mini,Cooper,1.6,2002,221400,69000,Benzín,Manuální,85,Sauto
Mitsubishi,Colt,1.1,2008,143785,69000,Benzín,Manuální,55,Sauto
Seat,Altea,1.9,2007,211205,69000,nafta,manual,77,Autoesa
Mercedes Benz,Tridy A,1.5,2008,149297,69000,Benzín,Manuální,70,Sauto
Mg,Zt,2.5,2004,184281,69000,LPG + benzín,Manuální,140,Sauto
Ford,S-MAX,2.0,2007,214630,69000,nafta,manual,96,Autoesa
Nissan,Qashqai,1.6,2010,207214,69000,Benzín,Manuální,84,Sauto
Citroen,C3,1.6,2012,220199,69000,Nafta,Manuální,68,Sauto
Nissan,Pathfinder,2.5,2006,301638,69000,Nafta,Manuální,128,Sauto
Honda,Civic,1.6,2004,152000,69000,Benzín,Manuální,81,Sauto
Mazda,Cx 9,3.5,2006,182000,69000,LPG + benzín,Automatická,186,Sauto
Nissan,Almera,1.5,2001,84000,69000,Benzín,Manuální,66,Sauto
Fiat,Panda,1.1,2010,110830,69000,Benzín,Manuální,40,Sauto
Dacia,Logan,1.1,2015,210527,69000,LPG + benzín,Manuální,55,Sauto
Mitsubishi,Grandis,2.0,2010,280833,69000,Nafta,Manuální,103,Sauto
Kia,Ceed,1.6,2007,190486,69000,benzín,manual,89,Autoesa
Mini,One,1.6,2006,191122,69000,Benzín,Manuální,66,Sauto
Dacia,Logan,1.6,2008,138788,69000,Benzín,Manuální,77,Sauto
Subaru,Legacy,2.0,2007,399000,69000,Benzín,Manuální,121,Sauto
Ford,C-MAX,1.6,2005,153351,69000,benzín,manual,74,Autoesa
Škoda,Fabia,1.2,2008,140200,69000,benzín,manual,51,Autoesa
Peugeot,307,1.6,2002,166152,69000,Benzín,Manuální,80,Sauto
Ford,S Max,2.0,2007,214630,69000,Nafta,Manuální,96,Sauto
Volvo,C30,1.8,2007,213377,69000,benzín,manual,92,Autoesa
Fiat,Croma,2.4,2010,305933,69000,Nafta,Automatická,147,Sauto
Ford,Mondeo,2.0,2008,355100,69000,Nafta,Manuální,103,Sauto
Subaru,Justy,1.3,2005,124000,69000,Benzín,Manuální,69,Sauto
Nissan,Qashqai,1.6,2010,207214,69000,benzín,manual,84,Autoesa
Opel,Meriva,1.6,2010,145000,69800,Benzín,Manuální,66,Sauto
Fiat,Bravo,1.4,2009,182000,69800,Benzín,Manuální,66,Sauto
Peugeot,207,1.4,2008,188200,69877,Benzín,Manuální,70,Sauto
Ford,Mondeo,1.8,2009,335900,69877,Nafta,Manuální,92,Sauto
Mazda,2,1.3,2008,118071,69900,Benzín,Manuální,55,Sauto
Mini,Cooper,1.6,2002,228904,69900,Benzín,Manuální,85,Sauto
Seat,Leon,1.4,2008,210480,69900,Benzín,Manuální,63,Sauto
Opel,Corsa,1.4,2010,216790,69900,Benzín,Manuální,64,Sauto
Seat,Ibiza,1.6,2009,232000,69900,Nafta,Manuální,66,Sauto
Bmw,Rada 3,2.0,2007,300000,69900,Nafta,Automatická,120,Sauto
Nissan,Pixo,1.0,2011,89429,69900,Benzín,Manuální,50,Sauto
Subaru,Justy,1.3,2003,145490,69900,Benzín,Manuální,66,Sauto
Fiat,Panda,1.2,2005,134847,69900,Nafta,Manuální,51,Sauto
Fiat,Doblo,1.4,2009,189207,69900,Benzín,Manuální,57,Sauto
Honda,Cr V,2.0,2002,333765,69900,Benzín,Manuální,110,Sauto
Peugeot,207,1.4,2009,148380,69900,Benzín,Manuální,70,Sauto
Renault,Laguna,2.0,2007,178785,69990,Benzín,Manuální,99,Sauto
Seat,Leon,1.6,2005,131914,69990,Benzín,Manuální,75,Sauto
Bmw,Rada 3,2.0,2003,174685,69990,Benzín,Manuální,105,Sauto
Renault,Megane,1.6,2010,164139,69990,Benzín,Manuální,74,Sauto
Citroen,C3,1.4,2010,136284,69990,Benzín,Manuální,54,Sauto
Fiat,Grande Punto,1.2,2010,79842,69990,Benzín,Manuální,48,Sauto
Mg,Zs,2.5,2005,165000,69999,Benzín,Manuální,130,Sauto
Hyundai,Tucson,2.0,2005,309034,69999,LPG + benzín,Manuální,104,Sauto
Dacia,Sandero,1.4,2008,146681,69999,Benzín,Manuální,55,Sauto
Subaru,Impreza,1.5,2009,171719,69999,Benzín,Manuální,79,Sauto
Opel,Astra,1.4,2011,186237,70000,Benzín,Manuální,88,Sauto
Seat,Altea,1.6,2006,135785,70000,benzín,manual,75,Autoesa
Volvo,Xc70,2.4,2001,330000,70000,LPG + benzín,Manuální,147,Sauto
Fiat,Bravo,1.4,2007,192646,70000,benzín,manual,110,Autoesa
Seat,Leon,1.6,2010,238350,70000,Nafta,Manuální,77,Sauto
Ford,B-MAX,1.5,2013,223779,70000,nafta,manual,55,Autoesa
Skoda,Octavia,2.0,2006,384351,70000,Nafta,Automatická,103,Sauto
Seat,Ibiza,1.2,2010,168439,70000,benzín,manual,51,Autoesa
Seat,Leon,1.9,2005,266372,70000,Nafta,Manuální,96,Sauto
Kia,Carens,2.0,2007,144368,70000,benzín,manual,106,Autoesa
Renault,Megane,1.6,2009,183067,70000,LPG + benzín,Manuální,82,Sauto
Opel,Meriva,1.4,2010,146200,70000,Benzín,Manuální,103,Sauto
Ford,Focus,1.6,2007,123278,70000,Benzín,Manuální,74,Sauto
Mini,Countryman,2.0,2012,190000,70000,Nafta,Automatická,82,Sauto
Jeep,Compass,2.0,2007,268590,70000,Nafta,Manuální,103,Sauto
Opel,Agila,1.2,2008,141000,70000,Benzín,Manuální,63,Sauto
Fiat,Bravo,1.9,2007,179899,70000,nafta,manual,88,Autoesa
Dacia,Sandero,1.6,2011,112631,70000,benzín,manual,77,Autoesa
Renault,Mégane,2.0,2010,236910,70000,nafta,manual,118,Autoesa
Škoda,Roomster,1.4,2006,177770,70000,benzín,manual,63,Autoesa
Mitsubishi,Colt,1.3,2009,128043,70000,Benzín,Manuální,70,Sauto
Volvo,V50,2.0,2007,187627,70000,nafta,manual,100,Autoesa
Opel,Zafira,1.9,2006,275534,70000,Nafta,Manuální,74,Sauto
Audi,A4,2.0,2002,185866,70000,benzín,manual,96,Autoesa
Mercedes Benz,Ml,2.7,2002,318737,72000,Nafta,Automatická,120,Sauto
Toyota,Avensis,2.2,2008,249300,72000,nafta,manual,130,Autoesa
Mazda,6,1.8,2005,161645,72000,benzín,manual,108,Autoesa
Bmw,Rada 5,2.5,1994,250356,72000,Nafta,Manuální,105,Sauto
Kia,Ceed,1.4,2011,174087,72000,benzín,manual,66,Autoesa
Seat,Altea,1.2,2012,172313,73000,benzín,manual,77,Autoesa
Škoda,Fabia,1.2,2010,215613,73000,benzín,manual,63,Autoesa
Škoda,Octavia,2.0,2008,314913,73000,nafta,manual,125,Autoesa
Volvo,S60,2.4,2002,190350,73000,benzín,manual,103,Autoesa
Volkswagen,Passat,2.0,2006,303974,73000,nafta,automat,125,Autoesa
Opel,Astra,1.7,2013,238351,73000,Nafta,Manuální,96,Sauto
Ford,Focus,2.0,2009,195120,74000,nafta,manual,100,Autoesa
Mini,One,1.4,2007,174263,74000,Benzín,Manuální,70,Sauto
Bmw,X5,2.9,2002,395000,74000,Nafta,Automatická,135,Sauto
Honda,Jazz,1.3,2004,96000,74000,Benzín,Manuální,61,Sauto
Renault,Modus,1.1,2011,68753,74000,Benzín,Manuální,55,Sauto
Toyota,Yaris,1.0,2010,181500,74000,Benzín,Manuální,51,Sauto
Renault,Fluence,1.6,2010,147664,74000,benzín,manual,81,Autoesa
Mini,Cooper,1.6,2010,181658,74900,Benzín,Manuální,90,Sauto
Kia,Cee D,1.6,2009,132392,74990,Nafta,Manuální,85,Sauto
Peugeot,308,1.6,2007,268261,74990,Nafta,Manuální,80,Sauto
Renault,Clio,1.6,2006,115916,74999,Benzín,Manuální,65,Sauto
Peugeot,307,1.6,2008,195736,74999,Benzín,Manuální,80,Sauto
Seat,Ibiza,1.2,2008,88481,75000,benzín,manual,51,Autoesa
Nissan,Pathfinder,2.5,2005,321884,75000,Nafta,Manuální,128,Sauto
Dacia,Sandero,1.4,2009,103137,75000,benzín,manual,55,Autoesa
Jeep,Grand Cherokee,3.0,2006,346400,75000,Nafta,Automatická,160,Sauto
Fiat,Grande Punto,1.2,2011,130510,75000,Benzín,Manuální,51,Sauto
Honda,Cr V,2.2,2007,298100,75000,Nafta,Manuální,103,Sauto
Fiat,500,1.2,2011,176658,75000,benzín,manual,51,Autoesa
Mini,Cooper,1.6,2008,283000,75000,Benzín,Manuální,88,Sauto
Opel,Zafira,1.8,2006,274322,75000,LPG + benzín,Manuální,103,Sauto
Kia,Cee D,1.4,2009,142704,75000,Benzín,Manuální,80,Sauto
Dacia,Sandero,1.4,2009,129219,75000,benzín,manual,55,Autoesa
Mini,Cooper S,1.6,2004,302200,75000,Benzín,Manuální,120,Sauto
Nissan,Kubistar,1.5,2007,177575,75000,nafta,manual,45,Autoesa
Citroen,C5,2.0,2008,371500,75000,Nafta,Automatická,100,Sauto
Seat,Ibiza,1.6,2009,195179,75000,nafta,manual,66,Autoesa
Kia,Ceed,1.6,2011,217215,75000,nafta,manual,85,Autoesa
Bmw,Rada 1,2.0,2008,243000,75000,Nafta,Manuální,105,Sauto
Škoda,Octavia,1.6,2010,126031,75000,benzín,manual,75,Autoesa
Seat,Leon,1.4,2010,99030,75000,benzín,manual,63,Autoesa
Mazda,2,1.3,2007,136000,75000,Benzín,Manuální,63,Sauto
Nissan,Note,1.4,2008,142245,75000,Benzín,Manuální,65,Sauto
Nissan,Note,1.4,2008,142245,75000,benzín,manual,65,Autoesa
Audi,A6,2.0,2006,277000,75000,Nafta,Manuální,103,Sauto
Renault,Mégane,1.6,2010,139172,75000,benzín,manual,81,Autoesa
Toyota,Yaris,1.0,2008,82158,75000,benzín,manual,51,Autoesa
Mini,Cooper,1.6,2008,246115,75000,Nafta,Manuální,80,Sauto
Toyota,Corolla,2.2,2009,194237,75000,nafta,manual,130,Autoesa
Renault,Clio,1.1,2011,94700,75000,Benzín,Manuální,55,Sauto
Subaru,Legacy,2.5,2004,331747,75000,Benzín,Manuální,121,Sauto
Subaru,Forester,2.0,2011,246350,75000,Nafta,Manuální,108,Sauto
Dacia,Sandero,1.2,2014,176362,75000,benzín,manual,55,Autoesa
Mini,One,1.6,2004,142000,75000,Benzín,Manuální,66,Sauto
Toyota,Aygo,1.0,2009,115315,75000,benzín,manual,50,Autoesa
Renault,Clio,1.1,2008,79333,75000,Benzín,Manuální,74,Sauto
Citroën,C5,2.0,2011,258626,75000,nafta,manual,103,Autoesa
Dacia,Sandero,1.4,2009,103137,75000,Benzín,Manuální,55,Sauto
Citroen,C4 Picasso,1.6,2011,165699,75000,Benzín,Manuální,88,Sauto
Peugeot,308,1.6,2010,209889,77000,nafta,manual,82,Autoesa
Volvo,Xc90,2.4,2005,319000,77000,Nafta,Automatická,136,Sauto
Dacia,Logan,1.6,2008,140316,77000,benzín,manual,64,Autoesa
Citroën,C4,2.0,2011,253753,77000,nafta,manual,110,Autoesa
Nissan,Qashqai,2.0,2008,363000,77000,Nafta,Manuální,110,Sauto
Subaru,Impreza,1.5,2008,173880,77500,Benzín,Manuální,79,Sauto
Subaru,Legacy,2.0,2008,191950,77777,Nafta,Manuální,110,Sauto
Subaru,Legacy,2.0,2006,247900,77777,Benzín,Automatická,121,Sauto
Dacia,Sandero,1.1,2010,96262,77900,Benzín,Manuální,55,Sauto
Mazda,6,2.0,2008,304128,77900,Nafta,Manuální,103,Sauto
Seat,Leon,2.0,2007,293186,78000,nafta,manual,125,Autoesa
Fiat,Panda,1.2,2005,109620,78900,Benzín,Manuální,44,Sauto
Volvo,S40,1.8,2005,250000,78980,Benzín,Manuální,92,Sauto
Mini,One,1.4,2008,120362,78990,Benzín,Manuální,70,Sauto
Citroen,C3,1.4,2010,114000,78990,Benzín,Manuální,54,Sauto
Volvo,Xc90,2.4,2007,332506,78999,Nafta,Automatická,136,Sauto
Mg,F,1.8,1997,122452,79000,Benzín,Manuální,88,Sauto
Volvo,V50,2.0,2005,200000,79000,Nafta,Manuální,100,Sauto
Škoda,Octavia,1.6,2010,299498,79000,nafta,manual,77,Autoesa
Subaru,Legacy,2.0,2007,232143,79000,benzín,automat,121,Autoesa
Subaru,Forester,2.0,2002,251092,79000,Benzín,Automatická,92,Sauto
Opel,Insignia,2.0,2016,235000,79000,Nafta,Automatická,125,Sauto
Volvo,S60,2.5,2004,223150,79000,benzín,automat,154,Autoesa
Fiat,Panda,1.2,2011,71206,79000,benzín,manual,44,Autoesa
Renault,Megane,1.4,2010,153526,79000,Benzín,Manuální,96,Sauto
Peugeot,207,1.6,2008,216000,79000,Benzín,Manuální,88,Sauto
Skoda,Octavia,1.2,2011,234000,79000,Benzín,Manuální,77,Sauto
Jeep,Compass,2.0,2007,208000,79000,Nafta,Manuální,103,Sauto
Dacia,Logan,1.6,2012,178224,79000,Benzín,Manuální,62,Sauto
Dacia,Sandero,1.1,2012,92977,79000,Benzín,Manuální,55,Sauto
Opel,Astra,1.7,2011,181943,79000,Nafta,Manuální,92,Sauto
Toyota,Yaris,1.0,2008,173164,79000,Benzín,Manuální,51,Sauto
Subaru,Legacy,2.0,2012,279000,79000,Nafta,Manuální,110,Sauto
Subaru,Legacy,2.0,2008,161800,79000,Benzín,Manuální,121,Sauto
Honda,Cr V,2.0,2003,220100,79000,Benzín,Manuální,110,Sauto
Citroën,C4,1.6,2007,245628,79000,nafta,manual,80,Autoesa
Subaru,Legacy,2.0,2007,232143,79000,Benzín,Automatická,121,Sauto
Fiat,Sedici,1.9,2007,183330,79000,Nafta,Manuální,88,Sauto
Toyota,Corolla,2.2,2007,227457,79000,nafta,manual,130,Autoesa
Renault,Scénic,1.9,2010,163300,79000,nafta,manual,96,Autoesa
Porsche,Cayenne,4.5,2004,170897,79000,Benzín,Automatická,331,Sauto
Peugeot,508,1.6,2012,264913,79000,Nafta,Manuální,84,Sauto
Mini,Cooper,1.6,2004,155062,79000,Benzín,Manuální,85,Sauto
Seat,Ibiza,1.6,2011,119307,79000,nafta,manual,77,Autoesa
Bmw,X5,3.0,2000,260576,79000,Benzín,Manuální,170,Sauto
Mercedes Benz,Tridy R,3.0,2005,221663,79000,Nafta,Automatická,165,Sauto
Mini,Cooper S,1.6,2005,143000,79000,Benzín,Manuální,125,Sauto
Mini,One,1.4,2010,208000,79800,Benzín,Manuální,55,Sauto
Toyota,Yaris,1.0,2007,159100,79877,Benzín,Manuální,51,Sauto
Mazda,5,2.0,2009,168744,79900,Benzín,Manuální,107,Sauto
Fiat,Sedici,2.0,2009,186000,79900,Nafta,Manuální,99,Sauto
Mitsubishi,Outlander,2.0,2003,127606,79900,Benzín,Manuální,100,Sauto
Audi,A2,1.4,2002,178200,79900,Benzín,Manuální,55,Sauto
Ford,Mondeo,1.8,2009,286000,79900,Nafta,Manuální,92,Sauto
Opel,Agila,1.0,2010,152000,79900,Benzín,Manuální,48,Sauto
Jeep,Patriot,2.4,2009,189036,79900,LPG + benzín,Manuální,125,Sauto
Opel,Meriva,1.2,2011,185000,79900,Nafta,Manuální,70,Sauto
Honda,Cr V,2.2,2006,304500,79900,Nafta,Manuální,103,Sauto
Fiat,Sedici,2.0,2010,135300,79900,Nafta,Manuální,99,Sauto
Renault,Megane,0.0,2009,86036,79990,Benzín,Manuální,74,Sauto
Mazda,6,2.0,2006,244000,79990,Benzín,Automatická,108,Sauto
Seat,Altea,2.0,2011,332959,79990,Nafta,Manuální,103,Sauto
Renault,Scenic,1.6,2012,250603,79990,Benzín,Manuální,81,Sauto
Dacia,Duster,1.6,2011,261630,79990,Benzín,Manuální,77,Sauto
Audi,A6,3.0,2006,334496,79999,Nafta,Automatická,171,Sauto
Fiat,Panda,1.2,2011,71450,79999,Benzín,Manuální,51,Sauto
Citroen,Berlingo,1.6,2009,325218,79999,Benzín,Manuální,80,Sauto
Jeep,Grand Cherokee,3.7,2005,341578,79999,LPG + benzín,Automatická,148,Sauto
Fiat,500C,0.9,2011,179242,79999,Benzín,Manuální,62,Sauto
Fiat,Panda,1.1,2010,56367,80000,Benzín,Manuální,40,Sauto
Skoda,Octavia,2.0,2007,313116,80000,Nafta,Manuální,103,Sauto
Mazda,5,1.6,2012,289808,80000,nafta,manual,85,Autoesa
Fiat,Sedici,1.9,2008,185000,80000,nafta,manual,88,Autoesa
Kia,Ceed,1.6,2013,344006,80000,nafta,manual,94,Autoesa
Skoda,Octavia,2.0,2010,417570,80000,Nafta,Automatická,103,Sauto
Skoda,Fabia,1.4,2008,147586,80000,Benzín,Manuální,63,Sauto
Subaru,Forester,2.0,2001,248150,80000,Benzín,Automatická,130,Sauto
Nissan,Terrano Ii,3.0,2004,247514,80000,Nafta,Automatická,113,Sauto
Jeep,Compass,2.1,2012,248466,80000,Nafta,Manuální,100,Sauto
Fiat,Sedici,1.9,2008,175019,80000,nafta,manual,88,Autoesa
Skoda,Octavia,1.9,2006,263562,80000,Nafta,Automatická,77,Sauto
Subaru,Impreza,2.0,2011,224000,80000,Nafta,Manuální,110,Sauto
Volvo,C30,2.0,2008,189835,80000,nafta,manual,100,Autoesa
Kia,Cee D,1.6,2013,344006,80000,Nafta,Manuální,94,Sauto
Peugeot,307,2.0,2007,151980,80000,Nafta,Automatická,100,Sauto
Citroën,C4,1.6,2010,175869,80000,nafta,manual,80,Autoesa
Fiat,Punto,1.2,2009,68479,80000,benzín,manual,48,Autoesa
Dacia,Logan,1.1,2016,140514,80000,Benzín,Manuální,54,Sauto
Kia,Soul,1.6,2009,254727,80000,Nafta,Manuální,94,Sauto
Fiat,Punto,1.2,2010,94174,80000,benzín,manual,48,Autoesa
Skoda,Octavia,1.4,2009,248214,80000,Benzín,Manuální,90,Sauto
Kia,Cee D,1.4,2008,156560,80000,Benzín,Manuální,80,Sauto
Mitsubishi,Colt,1.5,2008,142200,80000,Benzín,Manuální,80,Sauto
Peugeot,308,1.6,2009,117800,80000,benzín,manual,88,Autoesa
Skoda,Octavia,1.6,2012,302107,80000,Nafta,Manuální,77,Sauto
Honda,Accord,2.0,1996,146000,80000,Benzín,Manuální,96,Sauto
Peugeot,308,1.6,2012,178229,82000,nafta,manual,82,Autoesa
Honda,Accord,1.9,1985,181646,82900,Benzín,Automatická,85,Sauto
Honda,Civic,1.3,2009,179526,83500,Benzín,Manuální,73,Sauto
Mercedes-Benz,Třída,2.2,2008,170495,83500,nafta,automat,100,Autoesa
Peugeot,207,1.6,2010,149294,84000,benzín,manual,88,Autoesa
Fiat,Multipla,1.6,2004,186000,84000,Benzín,Manuální,76,Sauto
Peugeot,5008,1.6,2011,261578,84000,nafta,manual,82,Autoesa
Mini,Cooper,1.6,2010,160000,84800,Benzín,Manuální,55,Sauto
Opel,Astra,1.7,2012,319000,84800,Nafta,Manuální,81,Sauto
Mercedes Benz,170,1.7,2007,160137,84990,Benzín,Manuální,85,Sauto
Honda,Civic,1.3,2010,182700,84999,Benzín,Manuální,73,Sauto
Honda,Civic,1.3,2009,179569,84999,LPG + benzín,Manuální,73,Sauto
Honda,Civic,1.3,2010,182723,84999,LPG + benzín,Manuální,73,Sauto
Renault,Scenic,1.5,2013,268443,84999,Nafta,Manuální,81,Sauto
Seat,Altea,1.6,2010,173924,85000,nafta,manual,77,Autoesa
Mercedes-Benz,Třída,1.7,2005,137892,85000,benzín,manual,85,Autoesa
Mini,Cooper,1.6,2008,242783,85000,Nafta,Manuální,80,Sauto
Fiat,Bravo,1.4,2008,202586,85000,benzín,manual,110,Autoesa
Dacia,Sandero,1.2,2012,102939,85000,benzín,manual,55,Autoesa
Mercedes-Benz,CLK,2.6,2002,206577,85000,benzín,manual,125,Autoesa
Jeep,Compass,2.0,2007,220300,85000,Nafta,Manuální,103,Sauto
Mazda,5,1.8,2009,199007,85000,Benzín,Manuální,85,Sauto
Honda,Civic,1.8,2009,236364,85000,Benzín,Manuální,103,Sauto
Skoda,Octavia,1.8,2008,290000,85000,Benzín,Manuální,118,Sauto
Fiat,500,1.4,2010,124265,85000,benzín,manual,74,Autoesa
Subaru,Forester,2.0,2004,199000,85000,Benzín,Manuální,92,Sauto
Dacia,Logan,1.1,2014,161100,85000,Benzín,Manuální,55,Sauto
Bmw,Rada 3,2.0,2006,262022,85000,Nafta,Manuální,120,Sauto
Fiat,Sedici,2.0,2010,209717,85000,nafta,manual,99,Autoesa
Toyota,Corolla,1.6,2005,139857,85000,benzín,manual,81,Autoesa
Subaru,Legacy,2.0,2008,187000,85000,Nafta,Manuální,110,Sauto
Mazda,6,2.0,2008,233000,85000,Nafta,Manuální,103,Sauto
Seat,Leon,1.4,2007,155617,85000,benzín,manual,63,Autoesa
Ford,Mondeo,1.8,2008,262618,85000,Nafta,Manuální,92,Sauto
Fiat,Bravo,1.4,2008,202586,85000,Benzín,Manuální,110,Sauto
Opel,Zafira,1.6,2009,175711,85000,Benzín,Manuální,85,Sauto
Bmw,Rada 3,3.0,2006,485000,85000,Nafta,Automatická,170,Sauto
Mini,One,1.4,2008,214000,85000,Benzín,Manuální,70,Sauto
Toyota,Yaris,1.3,2008,143300,85000,Benzín,Manuální,64,Sauto
Toyota,Yaris,1.3,2006,57800,85000,Benzín,Manuální,63,Sauto
Nissan,X Trail,2.0,2007,270615,85000,Nafta,Manuální,110,Sauto
Subaru,Legacy,2.0,2009,111021,85000,Nafta,Manuální,110,Sauto
Honda,Cr V,2.2,2007,274000,86500,Nafta,Manuální,103,Sauto
Subaru,Legacy,2.0,2009,189704,87000,Nafta,Manuální,110,Sauto
Seat,Ibiza,1.2,2011,99999,88000,Benzín,Manuální,51,Sauto
Renault,Fluence,1.5,2011,175088,88000,nafta,manual,81,Autoesa
Mitsubishi,Grandis,2.0,2007,244125,88000,Nafta,Manuální,100,Sauto
Subaru,Impreza,2.0,2011,251000,88000,Nafta,Manuální,110,Sauto
Citroen,Grand C4 Picasso,1.6,2012,262781,88000,Nafta,Manuální,82,Sauto
Mercedes Benz,Tridy B,2.0,2006,242000,89000,Nafta,Manuální,103,Sauto
Citroën,C5,2.2,2009,247215,89000,nafta,manual,125,Autoesa
Audi,A4,2.7,2011,420000,89000,Nafta,Automatická,140,Sauto
Mazda,MPV,2.0,2003,145077,89000,nafta,manual,100,Autoesa
Honda,Jazz,1.3,2009,232250,89000,LPG + benzín,Automatická,74,Sauto
Fiat,Panda,1.1,2009,103000,89000,Benzín,Manuální,40,Sauto
Subaru,Outback,2.0,2008,244000,89000,Nafta,Manuální,110,Sauto
Opel,Insignia,2.0,2010,213000,89000,Nafta,Manuální,118,Sauto
Mazda,5,1.6,2013,269783,89000,Nafta,Manuální,85,Sauto
Dacia,Logan,1.1,2015,132000,89000,LPG + benzín,Manuální,55,Sauto
Mini,One,1.6,2006,132765,89000,Benzín,Manuální,66,Sauto
Toyota,Yaris,1.0,2011,150000,89000,Benzín,Manuální,51,Sauto
Opel,Astra,1.4,2010,161899,89000,Benzín,Manuální,66,Sauto
Citroen,C4,1.6,2016,312100,89000,Nafta,Manuální,88,Sauto
Opel,Insignia,2.0,2012,270677,89000,Nafta,Manuální,118,Sauto
Subaru,Forester,2.0,2011,216642,89000,Nafta,Manuální,108,Sauto
Opel,Astra,1.4,2012,224157,89000,Benzín,Manuální,88,Sauto
Škoda,Fabia,1.4,2010,183978,89000,benzín,manual,63,Autoesa
Opel,Vectra,2.8,2005,165840,89000,Benzín,Manuální,169,Sauto
Mitsubishi,Grandis,2.0,2006,159570,89000,Nafta,Manuální,100,Sauto
Volvo,S40,1.8,2008,270537,89000,Benzín,Manuální,92,Sauto
Subaru,Legacy,2.0,2008,201643,89000,Nafta,Manuální,110,Sauto
Mini,Cooper,1.6,2007,130000,89000,Benzín,Manuální,88,Sauto
Hyundai,Tucson,2.0,2006,189462,89000,nafta,manual,103,Autoesa
Mini,Cooper,1.6,2009,198000,89000,Benzín,Manuální,88,Sauto
Mini,Cooper,1.4,2008,178123,89000,Benzín,Manuální,70,Sauto
Volvo,C30,2.0,2007,201053,89000,Nafta,Manuální,100,Sauto
Subaru,Justy,1.3,2006,104000,89000,Benzín,Manuální,68,Sauto
Mini,Cooper,1.6,2004,143000,89000,Benzín,Manuální,85,Sauto
Audi,A4,2.0,2007,314333,89000,nafta,manual,125,Autoesa
