Značka,Model,Objem (l),Najeté km,Cena,Palivo,Převodovka,Výkon (kW),Stari
Fiat,Croma,2.4,305933,69000,Nafta,Automaticka,147,15
Ford,Mondeo,2.0,355100,69000,Nafta,Manualni,103,17
Subaru,Justy,1.3,124000,69000,Benzin,Manualni,69,20
Nissan,Qashqai,1.6,207214,69000,Benzin,Manualni,84,15
Opel,Meriva,1.6,145000,69800,Benzin,Manualni,66,15
Fiat,Bravo,1.4,182000,69800,Benzin,Manualni,66,16
Peugeot,207,1.4,188200,69877,Benzin,Manualni,70,17
Ford,Mondeo,1.8,335900,69877,Nafta,Manualni,92,16
Mazda,2,1.3,118071,69900,Benzin,Manualni,55,17
Mini,Cooper,1.6,228904,69900,Benzin,Manualni,85,23
Seat,Leon,1.4,210480,69900,Benzin,Manualni,63,17
Opel,Corsa,1.4,216790,69900,Benzin,Manualni,64,15
Seat,Ibiza,1.6,232000,69900,Nafta,Manualni,66,16
BMW,Rada 3,2.0,300000,69900,Nafta,Automaticka,120,18
Nissan,Pixo,1.0,89429,69900,Benzin,Manualni,50,14
Subaru,Justy,1.3,145490,69900,Benzin,Manualni,66,22
Fiat,Panda,1.2,134847,69900,Nafta,Manualni,51,20
Fiat,Doblo,1.4,189207,69900,Benzin,Manualni,57,16
Honda,Cr V,2.0,333765,69900,Benzin,Manualni,110,23
Peugeot,207,1.4,148380,69900,Benzin,Manualni,70,16
Renault,Laguna,2.0,178785,69990,Benzin,Manualni,99,18
Seat,Leon,1.6,131914,69990,Benzin,Manualni,75,20
BMW,Rada 3,2.0,174685,69990,Benzin,Manualni,105,22
Renault,Megane,1.6,164139,69990,Benzin,Manualni,74,15
Citroen,C3,1.4,136284,69990,Benzin,Manualni,54,15
Fiat,Grande Punto,1.2,79842,69990,Benzin,Manualni,48,15
Mg,Zs,2.5,165000,69999,Benzin,Manualni,130,20
Hyundai,Tucson,2.0,309034,69999,Benzin,Manualni,104,20
Dacia,Sandero,1.4,146681,69999,Benzin,Manualni,55,17
Subaru,Impreza,1.5,171719,69999,Benzin,Manualni,79,16
Opel,Astra,1.4,186237,70000,Benzin,Manualni,88,14
Seat,Altea,1.6,135785,70000,Benzin,Manualni,75,19
Volvo,Xc70,2.4,330000,70000,Benzin,Manualni,147,24
Fiat,Bravo,1.4,192646,70000,Benzin,Manualni,110,18
Seat,Leon,1.6,238350,70000,Nafta,Manualni,77,15
Ford,BMAX,1.5,223779,70000,Nafta,Manualni,55,12
Skoda,Octavia,2.0,384351,70000,Nafta,Automaticka,103,19
Seat,Ibiza,1.2,168439,70000,Benzin,Manualni,51,15
Seat,Leon,1.9,266372,70000,Nafta,Manualni,96,20
Kia,Carens,2.0,144368,70000,Benzin,Manualni,106,18
Renault,Megane,1.6,183067,70000,Benzin,Manualni,82,16
Opel,Meriva,1.4,146200,70000,Benzin,Manualni,103,15
Ford,Focus,1.6,123278,70000,Benzin,Manualni,74,18
Mini,Countryman,2.0,190000,70000,Nafta,Automaticka,82,13
Jeep,Compass,2.0,268590,70000,Nafta,Manualni,103,18
Opel,Agila,1.2,141000,70000,Benzin,Manualni,63,17
Fiat,Bravo,1.9,179899,70000,Nafta,Manualni,88,18
Dacia,Sandero,1.6,112631,70000,Benzin,Manualni,77,14
Renault,Megane,2.0,236910,70000,Nafta,Manualni,118,15
Skoda,Roomster,1.4,177770,70000,Benzin,Manualni,63,19
Mitsubishi,Colt,1.3,128043,70000,Benzin,Manualni,70,16
Volvo,V50,2.0,187627,70000,Nafta,Manualni,100,18
Opel,Zafira,1.9,275534,70000,Nafta,Manualni,74,19
Audi,A4,2.0,185866,70000,Benzin,Manualni,96,23
MercedesBenz,Ml,2.7,318737,72000,Nafta,Automaticka,120,23
Toyota,Avensis,2.2,249300,72000,Nafta,Manualni,130,17
Mazda,6,1.8,161645,72000,Benzin,Manualni,108,20
BMW,Rada 5,2.5,250356,72000,Nafta,Manualni,105,31
Kia,Ceed,1.4,174087,72000,Benzin,Manualni,66,14
Seat,Altea,1.2,172313,73000,Benzin,Manualni,77,13
Skoda,Fabia,1.2,215613,73000,Benzin,Manualni,63,15
Skoda,Octavia,2.0,314913,73000,Nafta,Manualni,125,17
Volvo,S60,2.4,190350,73000,Benzin,Manualni,103,23
Volkswagen,Passat,2.0,303974,73000,Nafta,Automaticka,125,19
Opel,Astra,1.7,238351,73000,Nafta,Manualni,96,12
Ford,Focus,2.0,195120,74000,Nafta,Manualni,100,16
Mini,One,1.4,174263,74000,Benzin,Manualni,70,18
BMW,X5,2.9,395000,74000,Nafta,Automaticka,135,23
Honda,Jazz,1.3,96000,74000,Benzin,Manualni,61,21
Renault,Modus,1.1,68753,74000,Benzin,Manualni,55,14
Toyota,Yaris,1.0,181500,74000,Benzin,Manualni,51,15
Renault,Fluence,1.6,147664,74000,Benzin,Manualni,81,15
Mini,Cooper,1.6,181658,74900,Benzin,Manualni,90,15
Kia,Cee D,1.6,132392,74990,Nafta,Manualni,85,16
Peugeot,308,1.6,268261,74990,Nafta,Manualni,80,18
Renault,Clio,1.6,115916,74999,Benzin,Manualni,65,19
Peugeot,307,1.6,195736,74999,Benzin,Manualni,80,17
Seat,Ibiza,1.2,88481,75000,Benzin,Manualni,51,17
Nissan,Pathfinder,2.5,321884,75000,Nafta,Manualni,128,20
Dacia,Sandero,1.4,103137,75000,Benzin,Manualni,55,16
Jeep,Grand Cherokee,3.0,346400,75000,Nafta,Automaticka,160,19
Fiat,Grande Punto,1.2,130510,75000,Benzin,Manualni,51,14
Honda,Cr V,2.2,298100,75000,Nafta,Manualni,103,18
Fiat,500,1.2,176658,75000,Benzin,Manualni,51,14
Mini,Cooper,1.6,283000,75000,Benzin,Manualni,88,17
Opel,Zafira,1.8,274322,75000,Benzin,Manualni,103,19
Kia,Cee D,1.4,142704,75000,Benzin,Manualni,80,16
Dacia,Sandero,1.4,129219,75000,Benzin,Manualni,55,16
Mini,Cooper S,1.6,302200,75000,Benzin,Manualni,120,21
Nissan,Kubistar,1.5,177575,75000,Nafta,Manualni,45,18
Citroen,C5,2.0,371500,75000,Nafta,Automaticka,100,17
Seat,Ibiza,1.6,195179,75000,Nafta,Manualni,66,16
Kia,Ceed,1.6,217215,75000,Nafta,Manualni,85,14
BMW,Rada 1,2.0,243000,75000,Nafta,Manualni,105,17
Skoda,Octavia,1.6,126031,75000,Benzin,Manualni,75,15
Seat,Leon,1.4,99030,75000,Benzin,Manualni,63,15
Mazda,2,1.3,136000,75000,Benzin,Manualni,63,18
Nissan,Note,1.4,142245,75000,Benzin,Manualni,65,17
Nissan,Note,1.4,142245,75000,Benzin,Manualni,65,17
Audi,A6,2.0,277000,75000,Nafta,Manualni,103,19
Renault,Megane,1.6,139172,75000,Benzin,Manualni,81,15
Toyota,Yaris,1.0,82158,75000,Benzin,Manualni,51,17
Mini,Cooper,1.6,246115,75000,Nafta,Manualni,80,17
Toyota,Corolla,2.2,194237,75000,Nafta,Manualni,130,16
Renault,Clio,1.1,94700,75000,Benzin,Manualni,55,14
Subaru,Legacy,2.5,331747,75000,Benzin,Manualni,121,21
Subaru,Forester,2.0,246350,75000,Nafta,Manualni,108,14
Dacia,Sandero,1.2,176362,75000,Benzin,Manualni,55,11
Mini,One,1.6,142000,75000,Benzin,Manualni,66,21
Toyota,Aygo,1.0,115315,75000,Benzin,Manualni,50,16
Renault,Clio,1.1,79333,75000,Benzin,Manualni,74,17
Citroen,C5,2.0,258626,75000,Nafta,Manualni,103,14
Dacia,Sandero,1.4,103137,75000,Benzin,Manualni,55,16
Citroen,C4 Picasso,1.6,165699,75000,Benzin,Manualni,88,14
Peugeot,308,1.6,209889,77000,Nafta,Manualni,82,15
Volvo,Xc90,2.4,319000,77000,Nafta,Automaticka,136,20
Dacia,Logan,1.6,140316,77000,Benzin,Manualni,64,17
Citroen,C4,2.0,253753,77000,Nafta,Manualni,110,14
Nissan,Qashqai,2.0,363000,77000,Nafta,Manualni,110,17
Subaru,Impreza,1.5,173880,77500,Benzin,Manualni,79,17
Subaru,Legacy,2.0,191950,77777,Nafta,Manualni,110,17
Subaru,Legacy,2.0,247900,77777,Benzin,Automaticka,121,19
Dacia,Sandero,1.1,96262,77900,Benzin,Manualni,55,15
Mazda,6,2.0,304128,77900,Nafta,Manualni,103,17
Seat,Leon,2.0,293186,78000,Nafta,Manualni,125,18
Fiat,Panda,1.2,109620,78900,Benzin,Manualni,44,20
Volvo,S40,1.8,250000,78980,Benzin,Manualni,92,20
Mini,One,1.4,120362,78990,Benzin,Manualni,70,17
Citroen,C3,1.4,114000,78990,Benzin,Manualni,54,15
Volvo,Xc90,2.4,332506,78999,Nafta,Automaticka,136,18
Mg,F,1.8,122452,79000,Benzin,Manualni,88,28
Volvo,V50,2.0,200000,79000,Nafta,Manualni,100,20
Skoda,Octavia,1.6,299498,79000,Nafta,Manualni,77,15
Subaru,Legacy,2.0,232143,79000,Benzin,Automaticka,121,18
Subaru,Forester,2.0,251092,79000,Benzin,Automaticka,92,23
Opel,Insignia,2.0,235000,79000,Nafta,Automaticka,125,9
Volvo,S60,2.5,223150,79000,Benzin,Automaticka,154,21
Fiat,Panda,1.2,71206,79000,Benzin,Manualni,44,14
Renault,Megane,1.4,153526,79000,Benzin,Manualni,96,15
Peugeot,207,1.6,216000,79000,Benzin,Manualni,88,17
Skoda,Octavia,1.2,234000,79000,Benzin,Manualni,77,14
Jeep,Compass,2.0,208000,79000,Nafta,Manualni,103,18
Dacia,Logan,1.6,178224,79000,Benzin,Manualni,62,13
Dacia,Sandero,1.1,92977,79000,Benzin,Manualni,55,13
Opel,Astra,1.7,181943,79000,Nafta,Manualni,92,14
Toyota,Yaris,1.0,173164,79000,Benzin,Manualni,51,17
Subaru,Legacy,2.0,279000,79000,Nafta,Manualni,110,13
Subaru,Legacy,2.0,161800,79000,Benzin,Manualni,121,17
Honda,Cr V,2.0,220100,79000,Benzin,Manualni,110,22
Citroen,C4,1.6,245628,79000,Nafta,Manualni,80,18
Subaru,Legacy,2.0,232143,79000,Benzin,Automaticka,121,18
Fiat,Sedici,1.9,183330,79000,Nafta,Manualni,88,18
Toyota,Corolla,2.2,227457,79000,Nafta,Manualni,130,18
Renault,Scenic,1.9,163300,79000,Nafta,Manualni,96,15
Porsche,Cayenne,4.5,170897,79000,Benzin,Automaticka,331,21
Peugeot,508,1.6,264913,79000,Nafta,Manualni,84,13
Mini,Cooper,1.6,155062,79000,Benzin,Manualni,85,21
Seat,Ibiza,1.6,119307,79000,Nafta,Manualni,77,14
BMW,X5,3.0,260576,79000,Benzin,Manualni,170,25
MercedesBenz,Tridy R,3.0,221663,79000,Nafta,Automaticka,165,20
Mini,Cooper S,1.6,143000,79000,Benzin,Manualni,125,20
Mini,One,1.4,208000,79800,Benzin,Manualni,55,15
Toyota,Yaris,1.0,159100,79877,Benzin,Manualni,51,18
Mazda,5,2.0,168744,79900,Benzin,Manualni,107,16
Fiat,Sedici,2.0,186000,79900,Nafta,Manualni,99,16
Mitsubishi,Outlander,2.0,127606,79900,Benzin,Manualni,100,22
Audi,A2,1.4,178200,79900,Benzin,Manualni,55,23
Ford,Mondeo,1.8,286000,79900,Nafta,Manualni,92,16
Opel,Agila,1.0,152000,79900,Benzin,Manualni,48,15
Jeep,Patriot,2.4,189036,79900,Benzin,Manualni,125,16
Opel,Meriva,1.2,185000,79900,Nafta,Manualni,70,14
Honda,Cr V,2.2,304500,79900,Nafta,Manualni,103,19
Fiat,Sedici,2.0,135300,79900,Nafta,Manualni,99,15
Renault,Megane,0.0,86036,79990,Benzin,Manualni,74,16
Mazda,6,2.0,244000,79990,Benzin,Automaticka,108,19
Seat,Altea,2.0,332959,79990,Nafta,Manualni,103,14
Renault,Scenic,1.6,250603,79990,Benzin,Manualni,81,13
Dacia,Duster,1.6,261630,79990,Benzin,Manualni,77,14
Audi,A6,3.0,334496,79999,Nafta,Automaticka,171,19
Fiat,Panda,1.2,71450,79999,Benzin,Manualni,51,14
Citroen,Berlingo,1.6,325218,79999,Benzin,Manualni,80,16
Jeep,Grand Cherokee,3.7,341578,79999,Benzin,Automaticka,148,20
Fiat,500C,0.9,179242,79999,Benzin,Manualni,62,14
Fiat,Panda,1.1,56367,80000,Benzin,Manualni,40,15
Skoda,Octavia,2.0,313116,80000,Nafta,Manualni,103,18
Mazda,5,1.6,289808,80000,Nafta,Manualni,85,13
Fiat,Sedici,1.9,185000,80000,Nafta,Manualni,88,17
Kia,Ceed,1.6,344006,80000,Nafta,Manualni,94,12
Skoda,Octavia,2.0,417570,80000,Nafta,Automaticka,103,15
Skoda,Fabia,1.4,147586,80000,Benzin,Manualni,63,17
Subaru,Forester,2.0,248150,80000,Benzin,Automaticka,130,24
Nissan,Terrano Ii,3.0,247514,80000,Nafta,Automaticka,113,21
Jeep,Compass,2.1,248466,80000,Nafta,Manualni,100,13
Fiat,Sedici,1.9,175019,80000,Nafta,Manualni,88,17
Skoda,Octavia,1.9,263562,80000,Nafta,Automaticka,77,19
Subaru,Impreza,2.0,224000,80000,Nafta,Manualni,110,14
Volvo,C30,2.0,189835,80000,Nafta,Manualni,100,17
Kia,Cee D,1.6,344006,80000,Nafta,Manualni,94,12
Peugeot,307,2.0,151980,80000,Nafta,Automaticka,100,18
Citroen,C4,1.6,175869,80000,Nafta,Manualni,80,15
Fiat,Punto,1.2,68479,80000,Benzin,Manualni,48,16
Dacia,Logan,1.1,140514,80000,Benzin,Manualni,54,9
Kia,Soul,1.6,254727,80000,Nafta,Manualni,94,16
Fiat,Punto,1.2,94174,80000,Benzin,Manualni,48,15
Skoda,Octavia,1.4,248214,80000,Benzin,Manualni,90,16
Kia,Cee D,1.4,156560,80000,Benzin,Manualni,80,17
Mitsubishi,Colt,1.5,142200,80000,Benzin,Manualni,80,17
Peugeot,308,1.6,117800,80000,Benzin,Manualni,88,16
Skoda,Octavia,1.6,302107,80000,Nafta,Manualni,77,13
Honda,Accord,2.0,146000,80000,Benzin,Manualni,96,29
Peugeot,308,1.6,178229,82000,Nafta,Manualni,82,13
Honda,Accord,1.9,181646,82900,Benzin,Automaticka,85,40
Honda,Civic,1.3,179526,83500,Benzin,Manualni,73,16
MercedesBenz,Trida,2.2,170495,83500,Nafta,Automaticka,100,17
Peugeot,207,1.6,149294,84000,Benzin,Manualni,88,15
Fiat,Multipla,1.6,186000,84000,Benzin,Manualni,76,21
Peugeot,5008,1.6,261578,84000,Nafta,Manualni,82,14
Mini,Cooper,1.6,160000,84800,Benzin,Manualni,55,15
Opel,Astra,1.7,319000,84800,Nafta,Manualni,81,13
MercedesBenz,170,1.7,160137,84990,Benzin,Manualni,85,18
Honda,Civic,1.3,182700,84999,Benzin,Manualni,73,15
Honda,Civic,1.3,179569,84999,Benzin,Manualni,73,16
Honda,Civic,1.3,182723,84999,Benzin,Manualni,73,15
Renault,Scenic,1.5,268443,84999,Nafta,Manualni,81,12
Seat,Altea,1.6,173924,85000,Nafta,Manualni,77,15
MercedesBenz,Trida,1.7,137892,85000,Benzin,Manualni,85,20
Mini,Cooper,1.6,242783,85000,Nafta,Manualni,80,17
Fiat,Bravo,1.4,202586,85000,Benzin,Manualni,110,17
Dacia,Sandero,1.2,102939,85000,Benzin,Manualni,55,13
MercedesBenz,CLK,2.6,206577,85000,Benzin,Manualni,125,23
Jeep,Compass,2.0,220300,85000,Nafta,Manualni,103,18
Mazda,5,1.8,199007,85000,Benzin,Manualni,85,16
Honda,Civic,1.8,236364,85000,Benzin,Manualni,103,16
Skoda,Octavia,1.8,290000,85000,Benzin,Manualni,118,17
Fiat,500,1.4,124265,85000,Benzin,Manualni,74,15
Subaru,Forester,2.0,199000,85000,Benzin,Manualni,92,21
Dacia,Logan,1.1,161100,85000,Benzin,Manualni,55,11
BMW,Rada 3,2.0,262022,85000,Nafta,Manualni,120,19
Fiat,Sedici,2.0,209717,85000,Nafta,Manualni,99,15
Toyota,Corolla,1.6,139857,85000,Benzin,Manualni,81,20
Subaru,Legacy,2.0,187000,85000,Nafta,Manualni,110,17
Mazda,6,2.0,233000,85000,Nafta,Manualni,103,17
Seat,Leon,1.4,155617,85000,Benzin,Manualni,63,18
Ford,Mondeo,1.8,262618,85000,Nafta,Manualni,92,17
Fiat,Bravo,1.4,202586,85000,Benzin,Manualni,110,17
Opel,Zafira,1.6,175711,85000,Benzin,Manualni,85,16
BMW,Rada 3,3.0,485000,85000,Nafta,Automaticka,170,19
Mini,One,1.4,214000,85000,Benzin,Manualni,70,17
Toyota,Yaris,1.3,143300,85000,Benzin,Manualni,64,17
Toyota,Yaris,1.3,57800,85000,Benzin,Manualni,63,19
Nissan,X Trail,2.0,270615,85000,Nafta,Manualni,110,18
Subaru,Legacy,2.0,111021,85000,Nafta,Manualni,110,16
Honda,Cr V,2.2,274000,86500,Nafta,Manualni,103,18
Subaru,Legacy,2.0,189704,87000,Nafta,Manualni,110,16
Seat,Ibiza,1.2,99999,88000,Benzin,Manualni,51,14
Renault,Fluence,1.5,175088,88000,Nafta,Manualni,81,14
Mitsubishi,Grandis,2.0,244125,88000,Nafta,Manualni,100,18
Subaru,Impreza,2.0,251000,88000,Nafta,Manualni,110,14
Citroen,Grand C4 Picasso,1.6,262781,88000,Nafta,Manualni,82,13
MercedesBenz,Tridy B,2.0,242000,89000,Nafta,Manualni,103,19
Citroen,C5,2.2,247215,89000,Nafta,Manualni,125,16
Audi,A4,2.7,420000,89000,Nafta,Automaticka,140,14
Mazda,MPV,2.0,145077,89000,Nafta,Manualni,100,22
Honda,Jazz,1.3,232250,89000,Benzin,Automaticka,74,16
Fiat,Panda,1.1,103000,89000,Benzin,Manualni,40,16
Subaru,Outback,2.0,244000,89000,Nafta,Manualni,110,17
Opel,Insignia,2.0,213000,89000,Nafta,Manualni,118,15
Mazda,5,1.6,269783,89000,Nafta,Manualni,85,12
Dacia,Logan,1.1,132000,89000,Benzin,Manualni,55,10
Mini,One,1.6,132765,89000,Benzin,Manualni,66,19
Toyota,Yaris,1.0,150000,89000,Benzin,Manualni,51,14
Opel,Astra,1.4,161899,89000,Benzin,Manualni,66,15
Citroen,C4,1.6,312100,89000,Nafta,Manualni,88,9
Opel,Insignia,2.0,270677,89000,Nafta,Manualni,118,13
Subaru,Forester,2.0,216642,89000,Nafta,Manualni,108,14
Opel,Astra,1.4,224157,89000,Benzin,Manualni,88,13
Skoda,Fabia,1.4,183978,89000,Benzin,Manualni,63,15
Opel,Vectra,2.8,165840,89000,Benzin,Manualni,169,20
Mitsubishi,Grandis,2.0,159570,89000,Nafta,Manualni,100,19
Volvo,S40,1.8,270537,89000,Benzin,Manualni,92,17
Subaru,Legacy,2.0,201643,89000,Nafta,Manualni,110,17
Mini,Cooper,1.6,130000,89000,Benzin,Manualni,88,18
Hyundai,Tucson,2.0,189462,89000,Nafta,Manualni,103,19
Mini,Cooper,1.6,198000,89000,Benzin,Manualni,88,16
Mini,Cooper,1.4,178123,89000,Benzin,Manualni,70,17
Volvo,C30,2.0,201053,89000,Nafta,Manualni,100,18
Subaru,Justy,1.3,104000,89000,Benzin,Manualni,68,19
Mini,Cooper,1.6,143000,89000,Benzin,Manualni,85,21
Audi,A4,2.0,314333,89000,Nafta,Manualni,125,18
Honda,Jazz,1.2,128900,89000,Benzin,Manualni,66,16
Mini,One,1.4,155600,89000,Benzin,Manualni,55,16
Renault,Laguna,2.0,239350,89000,Nafta,Manualni,96,14
Ford,Focus,1.6,159800,89540,Nafta,Manualni,85,14
BMW,X3,2.0,412404,89800,Nafta,Manualni,110,20
Subaru,Impreza,2.0,268956,89800,Benzin,Manualni,110,17
Fiat,500,0.9,135000,89800,Benzin,Manualni,63,14
Toyota,Yaris,1.0,99197,89900,Benzin,Manualni,51,16
Subaru,Forester,2.0,244407,89900,Benzin,Automaticka,130,20
Fiat,Ulysse,2.0,181251,89900,Nafta,Manualni,88,18
Subaru,Forester,2.0,258785,89900,Benzin,Automaticka,116,18
MercedesBenz,Tridy A,1.5,188200,89900,Benzin,Manualni,70,18
Honda,Fr V,2.2,248250,89900,Nafta,Manualni,103,18
BMW,Rada 1,1.6,199999,89900,Benzin,Manualni,90,17
Subaru,Legacy,2.0,201000,89900,Nafta,Manualni,110,16
Citroen,C4 Picasso,1.6,186256,89990,Nafta,Manualni,82,14
Citroen,Berlingo,1.6,292134,89990,Nafta,Manualni,80,15
Kia,Cee D,1.4,104089,89990,Benzin,Manualni,66,15
MercedesBenz,124,3.0,198000,89990,Nafta,Manualni,96,32
Peugeot,308,1.4,201000,89990,Benzin,Manualni,72,12
Mazda,Cx 7,2.3,188050,89990,Benzin,Manualni,191,18
Mitsubishi,Colt,1.3,39641,89990,Benzin,Manualni,70,19
Citroen,C4,1.6,229222,89990,Nafta,Manualni,68,11
Citroen,C4 Picasso,1.6,174365,89999,Nafta,Automaticka,80,16
Subaru,Ostatni,1.3,153804,89999,Benzin,Manualni,69,21
MercedesBenz,Tridy A,2.0,115226,89999,Nafta,Automaticka,80,20
Ford,Focus,1.6,168000,89999,Benzin,Manualni,85,16
Toyota,Corolla Verso,1.8,206160,89999,Benzin,Automaticka,95,20
Toyota,Avensis,1.8,136179,89999,Benzin,Manualni,95,21
MercedesBenz,Tridy C,1.8,291922,89999,Benzin,Manualni,115,18
Citroen,C4,1.2,122674,89999,Benzin,Manualni,81,10
Dacia,Logan,1.2,176772,90000,Benzin,Manualni,55,11
Ford,Focus,1.6,113226,90000,Benzin,Manualni,74,15
Kia,Rio,1.2,96610,90000,Benzin,Manualni,62,13
MercedesBenz,Tridy E,2.1,351965,90000,Nafta,Automaticka,110,22
Skoda,Fabia,1.2,99206,90000,Benzin,Manualni,51,17
Skoda,Fabia,1.2,155967,90000,Benzin,Manualni,63,11
Audi,A6 Avant,3.0,318000,90000,Nafta,Automaticka,165,20
Renault,Megane,1.5,218342,90000,Nafta,Manualni,66,12
Skoda,Octavia,2.0,303091,90000,Nafta,Manualni,103,16
Fiat,Croma,1.9,183033,90000,Nafta,Manualni,110,17
Mitsubishi,Colt,1.3,159965,90000,Benzin,Automaticka,70,18
Mitsubishi,Lancer,1.8,196000,90000,Benzin,Manualni,105,17
Toyota,RAV4,2.2,289231,90000,Nafta,Manualni,110,16
Peugeot,208,1.4,196011,90000,Nafta,Manualni,50,12
Hyundai,Santa,2.2,182376,90000,Nafta,Automaticka,114,18
Citroen,Berlingo,1.6,317854,90000,Nafta,Manualni,84,11
Audi,A6 Avant,2.7,312329,90000,Nafta,Automaticka,132,18
Peugeot,207,1.6,72054,90000,Benzin,Manualni,88,18
Toyota,Auris,1.4,195630,90000,Nafta,Manualni,66,15
BMW,Rada 1,2.0,283000,90000,Nafta,Manualni,120,20
Seat,Altea,2.0,216206,90000,Nafta,Manualni,125,18
Ford,Mondeo,2.0,189228,90000,Nafta,Manualni,103,17
Renault,Grand,1.5,213997,90000,Nafta,Manualni,81,14
Mini,Cooper,1.6,235555,90000,Benzin,Manualni,88,17
Mini,Clubman,1.6,186000,90000,Nafta,Manualni,80,16
Toyota,Yaris,1.0,232605,90500,Benzin,Manualni,51,12
Opel,Astra,1.7,202618,92000,Nafta,Manualni,81,14
Subaru,Impreza,1.5,195026,92000,Benzin,Manualni,79,17
Subaru,Impreza,1.5,195026,92000,Benzin,Manualni,79,17
Ford,SMAX,2.0,208356,92000,Nafta,Manualni,103,16
Seat,Alhambra,1.9,259368,92000,Nafta,Manualni,85,19
Audi,A4,2.0,256588,93000,Nafta,Manualni,103,19
Citroen,C3,1.6,178928,93000,Nafta,Manualni,68,13
Kia,Cee D,1.4,98909,93000,Benzin,Manualni,77,14
Toyota,Corolla,1.6,177976,93000,Benzin,Manualni,81,18
Volvo,Xc70,2.4,346073,93000,Nafta,Automaticka,136,19
Hyundai,Tucson,2.0,197500,93000,Nafta,Manualni,103,17
Renault,Fluence,1.5,237749,93000,Nafta,Manualni,81,11
Volkswagen,Golf,1.9,211115,94000,Nafta,Manualni,77,17
Fiat,500,1.4,156192,94000,Benzin,Manualni,73,18
Nissan,X Trail,2.2,351000,94000,Nafta,Manualni,100,18
Audi,A4,3.0,258597,94000,Nafta,Manualni,150,20
Skoda,Fabia,1.2,180829,94000,Benzin,Manualni,63,14
Subaru,Legacy,2.5,218913,94000,Benzin,Automaticka,121,21
Opel,Astra,2.0,227499,94000,Nafta,Manualni,121,12
Subaru,Legacy,2.5,218913,94000,Benzin,Automaticka,121,21
Audi,A4,3.0,258597,94000,Nafta,Manualni,150,20
Audi,A4,1.8,219785,94000,Benzin,Manualni,80,16
Opel,Corsa,1.2,100000,94800,Benzin,Manualni,63,13
Mg,F,1.8,115661,94800,Benzin,Manualni,107,29
Seat,Ibiza,1.4,80000,94800,Benzin,Manualni,63,18
Mazda,6,2.2,375051,94900,Nafta,Manualni,120,13
Jeep,Cherokee,2.8,214000,94900,Nafta,Manualni,120,18
Toyota,Avensis,1.8,190445,94900,Benzin,Manualni,95,19
Fiat,Grande Punto,1.2,92000,94900,Benzin,Manualni,51,13
Citroen,C3 Picasso,1.6,151791,94990,Benzin,Manualni,88,15
Mini,Cooper,1.6,149884,94999,Nafta,Manualni,80,18
Dacia,Sandero,1.2,90251,95000,Benzin,Manualni,55,11
Citroen,C4,1.6,202052,95000,Nafta,Automaticka,82,14
Fiat,500,1.3,130489,95000,Nafta,Manualni,55,17
Jeep,Cherokee,2.8,202420,95000,Nafta,Automaticka,120,20
Jeep,Patriot,2.1,190000,95000,Nafta,Manualni,120,14
Volvo,Xc70,2.4,279000,95000,Nafta,Automaticka,120,21
Renault,Grand Scenic,1.9,143760,95000,Nafta,Manualni,96,16
Jeep,Cherokee,2.8,225839,95000,Nafta,Automaticka,120,20
Fiat,500,1.2,130489,95000,Nafta,Manualni,55,17
Fiat,Punto,1.3,194009,95000,Nafta,Manualni,70,9
Mitsubishi,Grandis,2.0,234929,95000,Nafta,Manualni,103,16
Honda,Cr V,2.2,228516,95000,Nafta,Manualni,103,19
Fiat,Panda,1.4,170000,95000,Benzin,Manualni,74,18
Audi,A3,1.6,170387,95000,Benzin,Manualni,75,20
Hyundai,Tucson,2.0,125918,95000,Nafta,Manualni,103,18
Mazda,Tribute,2.3,227000,96000,Benzin,Manualni,110,20
Audi,A4,2.0,172143,98000,Nafta,Manualni,103,20
Toyota,Auris,1.4,150758,98000,Nafta,Manualni,66,15
Peugeot,208,1.0,109845,98000,Benzin,Manualni,50,11
Volkswagen,Golf,1.4,105177,98000,Benzin,Manualni,66,19
Nissan,Qashqai,1.6,219672,98000,Benzin,Manualni,84,17
Nissan,Qashqai,1.6,219672,98000,Benzin,Manualni,84,17
Peugeot,308,2.0,294104,98000,Nafta,Automaticka,110,11
Volvo,C70,2.4,392689,99000,Benzin,Automaticka,142,26
Opel,Insignia,2.0,215000,99000,Nafta,Manualni,118,15
Nissan,Qashqai,2.0,265588,99000,Nafta,Manualni,110,18
BMW,Rada 5,3.0,308775,99000,Nafta,Automaticka,170,19
Opel,Insignia,2.0,158000,99000,Nafta,Manualni,96,16
Mini,Clubman,1.6,183000,99000,Benzin,Manualni,88,16
Mini,Cooper,1.6,183000,99000,Benzin,Manualni,88,18
Kia,Soul,1.6,177906,99000,Benzin,Manualni,93,13
Fiat,Sedici,1.6,249000,99000,Benzin,Manualni,79,17
Fiat,Freemont,2.0,284721,99000,Nafta,Automaticka,125,13
Citroen,C3,1.4,138115,99000,Benzin,Manualni,70,15
Citroen,C3 Picasso,1.4,153525,99000,Benzin,Manualni,70,16
Subaru,Impreza,2.0,154482,99000,Benzin,Manualni,92,20
MercedesBenz,Tridy B,2.0,219000,99000,Nafta,Manualni,85,15
Audi,A8,3.7,410000,99000,Benzin,Automaticka,206,20
Kia,Ceed,1.4,136804,99000,Nafta,Manualni,66,10
Fiat,500,1.2,115143,99000,Benzin,Manualni,51,15
