Značka,Model,Rok,Najeté km,Cena,Palivo,Převodovka,Výkon (kW),Zdroj
Bmw,X1,2025,1000,1567990,Nafta,Automatická,120,Sauto
Mercedes Benz,Tridy E,2023,11030,1568000,Hybridní,Automatická,145,Sauto
Dodge,Ram,2022,71600,1569000,Benzín,Automatická,295,Sauto
Mazda,Cx 80,2025,100,1569000,Nafta,Automatická,187,Sauto
Volvo,Xc90,2023,29350,1569900,Nafta,Automatická,173,Sauto
Dodge,Ram,2024,10,1571790,Benzín,Automatická,295,Sauto
Dodge,Ram,2024,10,1572879,Benzín,Automatická,295,Sauto
Porsche,911,2001,71000,1573000,Benzín,Manuální,309,Sauto
Land Rover,Range Rover Sport,2021,60600,1573000,Nafta,Automatická,183,Sauto
Mercedes Benz,Gle,2020,112114,1578000,Nafta,Automatická,243,Sauto
Mazda,Cx 60,2025,0,1579000,Nafta,Automatická,187,Sauto
Audi,Q7,2022,42740,1579000,Nafta,Automatická,210,Sauto
Audi,Q7,2022,35529,1579000,Nafta,Automatická,210,Sauto
Audi,Q8,2023,34600,1579000,Benzín,Automatická,250,Sauto
Mercedes Benz,Glc,2023,28937,1579050,Nafta,Automatická,180,Sauto
Land Rover,Range Rover Evoque,2024,10,1579438,Nafta,Automatická,120,Sauto
Mazda,Cx 60,2025,15,1580269,Nafta,Automatická,187,Sauto
Mercedes Benz,Tridy E,2023,28313,1581470,Nafta,Automatická,147,Sauto
Mercedes Benz,Eqs,2023,17690,1585100,Elektro,Automatická,245,Sauto
Mazda,Cx 60,2024,0,1587490,Nafta,Automatická,187,Sauto
Jeep,Wrangler,2025,0,1588800,Benzín,Automatická,200,Sauto
Land Rover,Range Rover,2020,90000,1589000,Nafta,Automatická,202,Sauto
Audi,Q8,2022,60035,1589000,Nafta,Automatická,210,Sauto
Mazda,Cx 80,2025,0,1589000,Hybridní,Automatická,241,Sauto
Jeep,Wrangler,2024,33,1589999,Benzín,Automatická,200,Sauto
Porsche,Cayman,2020,45873,1590000,Benzín,Automatická,220,Sauto
Bmw,X3,2023,57000,1590000,Nafta,Automatická,250,Sauto
Bmw,Rada 5,2024,26000,1590000,Nafta,Automatická,145,Sauto
Mercedes Benz,Gle,2021,112200,1590000,Benzín,Automatická,320,Sauto
Land Rover,Defender,2005,177594,1590000,Nafta,Manuální,90,Sauto
Porsche,Taycan,2021,36000,1590000,Elektro,Automatická,500,Sauto
Porsche,Panamera,2018,159000,1590000,Hybridní,Automatická,243,Sauto
Dodge,Challenger,2023,9000,1590000,Benzín,Automatická,362,Sauto
Mazda,Cx 60,2024,0,1591490,Nafta,Automatická,187,Sauto
Mazda,Cx 60,2025,15,1593490,Hybridní,Automatická,241,Sauto
Ford,Tourneo Custom,2025,0,1594296,Nafta,Automatická,125,Sauto
Skoda,Kodiaq,2025,0,1594900,Benzín,Automatická,195,Sauto
Bmw,M5,2000,91907,1595000,Benzín,Manuální,294,Sauto
Jeep,Wrangler,2024,0,1596000,Benzín,Automatická,200,Sauto
Jeep,Wrangler,2024,24,1597000,Benzín,Automatická,200,Sauto
Jeep,Wrangler,2024,34,1597000,Benzín,Automatická,200,Sauto
Mazda,Cx 80,2025,2,1597990,Nafta,Automatická,187,Sauto
Mercedes Benz,Tridy C,2020,91400,1598000,Benzín,Automatická,375,Sauto
Mercedes Benz,Tridy V,2023,15600,1598000,Nafta,Automatická,174,Sauto
Bmw,Rada 4,2023,53400,1598000,Nafta,Automatická,210,Sauto
Audi,Sq7,2021,47500,1598999,Nafta,Automatická,320,Sauto
Audi,Sq7,2020,126000,1599000,Nafta,Automatická,320,Sauto
Volvo,Xc90,2022,55234,1599000,Hybridní,Automatická,335,Sauto
Volvo,Xc90,2023,13133,1599000,Hybridní,Automatická,335,Sauto
Volvo,Xc90,2023,24874,1599000,Hybridní,Automatická,335,Sauto
Audi,Q5,2024,7766,1599000,Nafta,Automatická,150,Sauto
Land Rover,Range Rover Sport,2019,38147,1599000,Benzín,Automatická,386,Sauto
Jeep,Gladiator,2022,95,1599000,Nafta,Automatická,194,Sauto
Volvo,Xc90,2023,25596,1599000,Hybridní,Automatická,335,Sauto
Jeep,Gladiator,2023,1,1599000,Nafta,Automatická,194,Sauto
Jeep,Grand Cherokee,2022,7800,1599000,Benzín,Automatická,266,Sauto
Jeep,Wrangler,2024,10,1599000,Benzín,Automatická,200,Sauto
Jeep,Wrangler,2024,3,1599000,Benzín,Automatická,200,Sauto
Dodge,Charger,2021,10277,1599000,Benzín,Automatická,362,Sauto
Porsche,Cayenne,2021,95378,1599000,Benzín,Automatická,250,Sauto
Bmw,Rada 5,2024,25348,1599000,Nafta,Automatická,145,Sauto
Audi,Q8 E Tron,2023,43800,1599000,Elektro,Automatická,300,Sauto
Bmw,Rada 3,2023,11800,1599000,Benzín,Automatická,275,Sauto
Porsche,Taycan,2022,37323,1599000,Elektro,Automatická,390,Sauto
Mercedes Benz,Gle,2021,93696,1599000,Nafta,Automatická,200,Sauto
Land Rover,Range Rover Sport,2021,41650,1599000,Nafta,Automatická,221,Sauto
Land Rover,Defender,2023,40000,1599000,Nafta,Automatická,147,Sauto
Bmw,X5,2022,56280,1599000,Nafta,Automatická,250,Sauto
Bmw,Rada 5,2024,8197,1599000,Nafta,Automatická,145,Sauto
Bmw,X5,2020,63423,1599000,Nafta,Automatická,294,Sauto
Bmw,X6,2020,99223,1599000,Nafta,Automatická,294,Sauto
Audi,Q8,2022,73407,1599000,Benzín,Automatická,250,Sauto
Bmw,X6,2020,98616,1599000,Benzín,Automatická,390,Sauto
Bmw,Rada 3,2024,15037,1599000,Nafta,Automatická,210,Sauto
Bmw,I8,2017,74031,1599000,Benzín,Automatická,275,Sauto
Land Rover,Defender,2021,31000,1599000,Benzín,Automatická,296,Sauto
Land Rover,Discovery Sport,2023,9900,1599000,Nafta,Automatická,150,Sauto
Land Rover,Range Rover Velar,2021,39700,1599000,Hybridní,Automatická,297,Sauto
Land Rover,Range Rover,2018,144495,1599900,Nafta,Automatická,250,Sauto
Bmw,M5,2019,97420,1599900,Benzín,Automatická,493,Sauto
Porsche,Panamera,2019,72500,1599900,Benzín,Automatická,338,Sauto
Land Rover,Range Rover Sport,2018,49822,1599900,Benzín,Automatická,423,Sauto
Mercedes Benz,Gle,2021,92126,1599900,Nafta,Automatická,243,Sauto
Volvo,Xc90,2023,34800,1599900,Nafta,Automatická,173,Sauto
Land Rover,Discovery Sport,2025,3500,1599900,Nafta,Automatická,150,Sauto
Land Rover,Discovery Sport,2024,9900,1599900,Nafta,Automatická,150,Sauto
Mazda,Cx 80,2025,5,1599990,Nafta,Automatická,187,Sauto
Mazda,Cx 80,2024,5,1599990,Hybridní,Automatická,241,Sauto
Porsche,Cayenne,2019,112000,1599990,Benzín,Automatická,324,Sauto
Audi,Rs5,2021,34068,1599999,Benzín,Automatická,331,Sauto
Bmw,X7,2021,62964,1599999,Nafta,Automatická,250,Sauto
Volvo,Xc90,2023,20000,1600000,Hybridní,Automatická,228,Sauto
Mercedes Benz,Vito,2023,26000,1600000,Nafta,Automatická,174,Sauto
Porsche,911,1983,179000,1600000,Benzín,Manuální,150,Sauto
Jeep,Wrangler,2024,10,1600900,Benzín,Automatická,200,Sauto
Jeep,Wrangler,2024,6000,1604990,Benzín,Automatická,200,Sauto
Volvo,Xc90,2024,13500,1608000,Nafta,Automatická,173,Sauto
Jeep,Wrangler,2024,10,1611000,Benzín,Automatická,200,Sauto
Mazda,Cx 80,2025,5,1615000,Nafta,Automatická,187,Sauto
Mazda,Cx 80,2025,2,1617990,Nafta,Automatická,187,Sauto
Mazda,Cx 80,2025,1,1618990,Hybridní,Automatická,241,Sauto
Mazda,Cx 80,2025,0,1619000,Hybridní,Automatická,241,Sauto
Mercedes Benz,Tridy E,2024,27100,1619000,Hybridní,Automatická,230,Sauto
Mazda,Cx 80,2025,5,1619990,Hybridní,Automatická,241,Sauto
Mercedes Benz,Tridy C,2023,13846,1620000,Benzín,Automatická,300,Sauto
Mazda,Cx 80,2024,0,1621290,Nafta,Automatická,187,Sauto
Mazda,Cx 80,2025,25,1621490,Hybridní,Automatická,241,Sauto
Land Rover,Defender,2021,6800,1625000,Nafta,Automatická,183,Sauto
Jeep,Wrangler,2024,1,1625000,Benzín,Automatická,200,Sauto
Audi,A6 Allroad,2023,38608,1628000,Nafta,Automatická,253,Sauto
Bmw,Rada 5,2024,24900,1628000,Nafta,Automatická,145,Sauto
Mercedes Benz,Tridy V,2024,6163,1629000,Nafta,Automatická,120,Sauto
Dodge,Ram,2022,63000,1629000,Benzín,Automatická,401,Sauto
Dodge,Durango,2023,150,1629000,Benzín,Automatická,268,Sauto
Audi,A5,2025,50,1629000,Nafta,Automatická,150,Sauto
Mazda,Cx 80,2025,100,1629000,Nafta,Automatická,187,Sauto
Land Rover,Defender,2024,10000,1629900,Nafta,Automatická,147,Sauto
Jeep,Wrangler,2023,45000,1630000,Benzín,Automatická,212,Sauto
Mercedes Benz,Tridy E,2025,9900,1630000,Nafta,Automatická,145,Sauto
Dodge,Durango,2022,51144,1632290,Benzín,Automatická,268,Sauto
Land Rover,Range Rover Velar,2022,32700,1633500,Hybridní,Automatická,297,Sauto
Jeep,Wagoneer,2023,6750,1633500,Benzín,Automatická,292,Sauto
Jeep,Wrangler,2025,1,1635000,Benzín,Manuální,200,Sauto
Jeep,Wrangler,2025,0,1638800,Benzín,Automatická,200,Sauto
Land Rover,Range Rover Velar,2021,37900,1639000,Nafta,Automatická,221,Sauto
Mercedes Benz,Eqe,2023,27890,1639000,Elektro,Automatická,300,Sauto
Jeep,Wrangler,2023,8300,1639000,Hybridní,Automatická,280,Sauto
Volvo,Xc60,2025,0,1639000,Hybridní,Automatická,257,Sauto
Mercedes Benz,Glc,2024,32929,1640000,Hybridní,Automatická,145,Sauto
Ford,Mustang,2025,0,1641410,Benzín,Automatická,328,Sauto
Jeep,Wrangler,2024,0,1643000,Benzín,Automatická,200,Sauto
Mazda,Cx 80,2025,1,1643990,Nafta,Automatická,187,Sauto
Jeep,Wrangler,2025,0,1644400,Benzín,Automatická,200,Sauto
Mazda,Cx 80,2025,1,1647990,Nafta,Automatická,187,Sauto
Mercedes Benz,Eqe,2023,21690,1648000,Elektro,Automatická,215,Sauto
Land Rover,Range Rover Velar,2025,0,1648000,Nafta,Automatická,150,Sauto
Land Rover,Range Rover Velar,2024,0,1648000,Nafta,Automatická,150,Sauto
Bmw,X7,2021,112000,1648376,Nafta,Automatická,250,Sauto
Audi,Q7,2023,36154,1648999,Nafta,Automatická,210,Sauto
Audi,Q8 E Tron,2023,30550,1649000,Elektro,Automatická,250,Sauto
Volvo,Xc90,2024,22875,1649000,Nafta,Automatická,173,Sauto
Land Rover,Range Rover Velar,2025,0,1649000,Nafta,Automatická,150,Sauto
Bmw,X6,2022,89000,1649000,Nafta,Automatická,250,Sauto
Audi,S7,2019,48267,1649000,Nafta,Automatická,257,Sauto
Mercedes Benz,Gle,2022,39356,1649000,Nafta,Automatická,200,Sauto
Volvo,Xc90,2024,12021,1649000,Hybridní,Automatická,335,Sauto
Mercedes Benz,Tridy E,2024,15930,1649000,Hybridní,Automatická,230,Sauto
Mazda,Cx 80,2025,0,1649000,Nafta,Automatická,187,Sauto
Volvo,Xc90,2024,13000,1649000,Nafta,Automatická,173,Sauto
Bmw,X6,2022,89904,1649000,Nafta,Automatická,250,Sauto
Ford,Bronco,2025,0,1649900,Benzín,Automatická,246,Sauto
Bmw,X5,2022,25935,1649999,Nafta,Automatická,210,Sauto
Mercedes Benz,Eqs,2022,37000,1650000,Elektro,Automatická,245,Sauto
Volvo,Xc60,2024,100,1650000,Hybridní,Automatická,228,Sauto
Mazda,Cx 80,2024,7,1650000,Nafta,Automatická,187,Sauto
Jeep,Wrangler,2018,30000,1650000,Benzín,Automatická,211,Sauto
Jeep,Wrangler,2024,10,1653000,Benzín,Automatická,200,Sauto
Audi,Sq7,2021,99194,1657700,Benzín,Automatická,373,Sauto
Mercedes Benz,Glc,2022,45000,1657700,Benzín,Automatická,287,Sauto
Land Rover,Defender,2021,63000,1657700,Nafta,Automatická,221,Sauto
Jeep,Wrangler,2025,0,1658800,Benzín,Automatická,200,Sauto
Land Rover,Range Rover Velar,2022,32607,1659000,Hybridní,Automatická,297,Sauto
Land Rover,Range Rover Evoque,2025,0,1659000,Nafta,Automatická,150,Sauto
Land Rover,Discovery,2023,6180,1659000,Nafta,Automatická,183,Sauto
Land Rover,Range Rover Velar,2025,0,1659241,Nafta,Automatická,150,Sauto
Jeep,Wrangler,2024,5,1660660,Benzín,Automatická,200,Sauto
Jeep,Wrangler,2024,5,1661434,Benzín,Automatická,200,Sauto
Jeep,Grand Cherokee,2023,10,1663750,Benzín,Automatická,219,Sauto
Land Rover,Range Rover Velar,2025,0,1664528,Nafta,Automatická,150,Sauto
Bmw,Rada 2,2025,0,1668000,Benzín,Automatická,275,Sauto
Dodge,Ram,2024,10,1668590,LPG + benzín,Automatická,295,Sauto
Jeep,Wrangler,2025,4500,1668800,Benzín,Automatická,200,Sauto
Bmw,M2,2023,13047,1669000,Benzín,Automatická,338,Sauto
Mercedes Benz,Amg Gt,2016,68000,1669000,Benzín,Automatická,340,Sauto
Land Rover,Range Rover,2019,75000,1670000,Hybridní,Automatická,297,Sauto
Land Rover,Range Rover Velar,2025,10,1672181,Nafta,Automatická,150,Sauto
Mazda,Cx 80,2025,1,1672790,Hybridní,Automatická,241,Sauto
Mazda,Cx 80,2025,0,1672990,Nafta,Automatická,189,Sauto
Jeep,Wrangler,2024,1,1673899,Benzín,Automatická,200,Sauto
Jeep,Wrangler,2025,14,1675000,Benzín,Automatická,200,Sauto
Mercedes Benz,Tridy V,2023,37600,1675850,Nafta,Automatická,174,Sauto
Mazda,Cx 80,2025,0,1676990,Nafta,Automatická,187,Sauto
Mazda,Cx 80,2025,1,1676990,Nafta,Automatická,187,Sauto
Mazda,Cx 80,2025,0,1676990,Nafta,Automatická,189,Sauto
Mazda,Cx 80,2025,1,1678000,Nafta,Automatická,187,Sauto
Mercedes Benz,Tridy E,2019,67739,1679000,Benzín,Automatická,450,Sauto
Bmw,Rada 5,2024,9150,1679000,Nafta,Automatická,210,Sauto
Bmw,X4,2024,22344,1679000,Nafta,Automatická,210,Sauto
Dodge,Durango,2021,50000,1679998,Benzín,Automatická,354,Sauto
Porsche,Cayenne,2019,194000,1681900,Benzín,Automatická,250,Sauto
Dodge,Ram,2024,10,1681900,LPG + benzín,Automatická,295,Sauto
Jeep,Wrangler,2025,0,1684400,Benzín,Automatická,200,Sauto
Volvo,Xc60,2025,0,1685000,Hybridní,Automatická,257,Sauto
Audi,Rs3,2023,6937,1689000,Benzín,Automatická,294,Sauto
Land Rover,Range Rover Velar,2025,0,1689035,Nafta,Automatická,150,Sauto
Land Rover,Range Rover Velar,2024,50,1689649,Nafta,Automatická,150,Sauto
Jeep,Wrangler,2024,1,1689901,Benzín,Automatická,200,Sauto
Porsche,Taycan,2023,34600,1690000,Elektro,Automatická,350,Sauto
Dodge,Durango,2021,43016,1690000,Benzín,Automatická,268,Sauto
Jeep,Grand Cherokee,2024,2456,1692790,Benzín,Automatická,218,Sauto
Porsche,Panamera,2017,113000,1692790,Benzín,Automatická,402,Sauto
Land Rover,Defender,2025,0,1692990,Nafta,Automatická,147,Sauto
Land Rover,Range Rover Velar,2025,0,1693186,Nafta,Automatická,150,Sauto
Mazda,Cx 80,2024,0,1693990,Nafta,Automatická,187,Sauto
Land Rover,Defender,2025,10,1693999,Nafta,Automatická,147,Sauto
Land Rover,Defender,2025,0,1693999,Nafta,Automatická,147,Sauto
Audi,Rs3,2023,16000,1695000,Benzín,Automatická,294,Sauto
Mazda,Cx 80,2025,1,1695290,Nafta,Automatická,187,Sauto
Volvo,Xc60,2025,0,1696000,Hybridní,Automatická,257,Sauto
Mercedes Benz,Tridy V,2023,49000,1698000,Nafta,Automatická,174,Sauto
Porsche,Taycan,2021,76413,1698000,Elektro,Automatická,420,Sauto
Mercedes Benz,Eqe,2023,7962,1698000,Elektro,Automatická,460,Sauto
Mercedes Benz,Gle,2022,36543,1698000,Nafta,Automatická,200,Sauto
Land Rover,Range Rover Velar,2025,0,1698288,Nafta,Automatická,150,Sauto
Jeep,Wrangler,2025,0,1698800,Benzín,Automatická,200,Sauto
Audi,Q8,2024,31300,1698800,Nafta,Automatická,210,Sauto
Audi,Q8,2023,26758,1698999,Nafta,Automatická,210,Sauto
Volvo,Xc90,2024,20296,1699000,Nafta,Automatická,173,Sauto
Land Rover,Range Rover,2020,120000,1699000,Nafta,Automatická,250,Sauto
Audi,Q8 E Tron,2023,32960,1699000,Elektro,Automatická,300,Sauto
Mercedes Benz,Gle,2021,104345,1699000,Benzín,Automatická,320,Sauto
Porsche,Taycan,2023,48000,1699000,Elektro,Automatická,240,Sauto
Bmw,X7,2021,58894,1699000,Benzín,Automatická,390,Sauto
Bmw,Rada 8,2020,17930,1699000,Benzín,Automatická,390,Sauto
Jeep,Grand Cherokee,2022,43260,1699000,Benzín,Automatická,268,Sauto
Land Rover,Range Rover Evoque,2025,0,1699000,Nafta,Automatická,150,Sauto
Mercedes Benz,Amg Gt,2019,132000,1699000,Benzín,Automatická,320,Sauto
Land Rover,Discovery Sport,2025,0,1699000,Nafta,Automatická,150,Sauto
Mercedes Benz,Gls,2021,89545,1699000,Nafta,Automatická,210,Sauto
Bmw,I4,2024,16087,1699000,Elektro,Automatická,400,Sauto
Porsche,Macan,2022,84000,1699000,Benzín,Automatická,280,Sauto
Mercedes Benz,Gle,2021,87326,1699000,Hybridní,Automatická,235,Sauto
Audi,A5,2025,1000,1699000,Nafta,Automatická,150,Sauto
Audi,Q8,2023,21385,1699000,Nafta,Automatická,210,Sauto
Jeep,Wrangler,2024,14,1699900,Benzín,Automatická,200,Sauto
Jeep,Wrangler,2023,1,1699900,Hybridní,Automatická,280,Sauto
Audi,Q8,2023,41805,1699900,Nafta,Automatická,210,Sauto
Audi,A7,2024,7570,1699900,Nafta,Automatická,210,Sauto
Mercedes Benz,Gle,2021,77447,1699900,Nafta,Automatická,243,Sauto
Mercedes Benz,Gle,2021,61000,1699900,Nafta,Automatická,243,Sauto
Land Rover,Defender,2023,27780,1699900,Nafta,Automatická,183,Sauto
Bmw,X7,2019,61782,1699999,Benzín,Automatická,250,Sauto
Mercedes Benz,Glc,2024,14000,1700000,Nafta,Automatická,145,Sauto
Porsche,Cayenne,2020,65728,1700000,Hybridní,Automatická,340,Sauto
Land Rover,Defender,2021,97101,1700000,Nafta,Automatická,221,Sauto
Porsche,Cayenne,2020,47315,1700000,Benzín,Automatická,250,Sauto
Porsche,Panamera,2017,86651,1700000,Benzín,Automatická,404,Sauto
Mazda,Cx 80,2024,0,1701990,Nafta,Automatická,187,Sauto
Jeep,Wrangler,2024,5,1704434,Benzín,Automatická,200,Sauto
Jeep,Wrangler,2025,10,1704434,Benzín,Automatická,200,Sauto
Jeep,Wrangler,2024,10,1704434,Benzín,Automatická,200,Sauto
Mazda,Cx 80,2025,2,1704990,Hybridní,Automatická,241,Sauto
Mazda,Cx 80,2025,0,1709490,Nafta,Automatická,187,Sauto
Jeep,Wrangler,2024,5,1713894,Benzín,Automatická,200,Sauto
Mazda,Cx 80,2025,0,1717490,Nafta,Automatická,187,Sauto
Mazda,Cx 80,2025,5,1718990,Nafta,Automatická,187,Sauto
Mazda,Cx 80,2025,6,1718990,Nafta,Automatická,187,Sauto
Mercedes Benz,Tridy V,2023,22377,1719000,Nafta,Automatická,174,Sauto
Audi,Q8 E Tron,2023,6500,1719000,Elektro,Automatická,250,Sauto
Porsche,Taycan,2023,35590,1719000,Elektro,Automatická,240,Sauto
Jeep,Wrangler,2024,1,1719900,Benzín,Automatická,200,Sauto
Mazda,Cx 80,2025,1,1720000,Nafta,Automatická,187,Sauto
Volkswagen,Multivan,2025,9,1720850,Benzín,Automatická,150,Sauto
Jeep,Wrangler,2025,1,1722500,Benzín,Automatická,200,Sauto
Mazda,Cx 80,2025,2,1726989,Nafta,Automatická,187,Sauto
Mazda,Cx 80,2025,5,1726990,Nafta,Automatická,187,Sauto
Audi,Sq8,2020,124999,1728000,Nafta,Automatická,320,Sauto
Jeep,Wrangler,2025,0,1728800,Benzín,Automatická,200,Sauto
Land Rover,Range Rover Evoque,2025,0,1729000,Nafta,Automatická,150,Sauto
Jeep,Wrangler,2024,1,1729899,Benzín,Automatická,200,Sauto
Dodge,Ram,2020,89975,1730300,LPG + benzín,Automatická,295,Sauto
Mercedes Benz,Gle,2024,26000,1739000,Nafta,Automatická,210,Sauto
Jeep,Wrangler,2023,25,1739900,Hybridní,Automatická,280,Sauto
Jeep,Wrangler,2023,14,1739900,Hybridní,Automatická,280,Sauto
Dodge,Ram,2023,15900,1741190,Benzín,Automatická,295,Sauto
Bmw,Rada 3,2025,0,1742000,Hybridní,Automatická,215,Sauto
Mazda,Cx 80,2025,25,1743290,Hybridní,Automatická,141,Sauto
Land Rover,Range Rover Velar,2025,0,1745550,Hybridní,Automatická,297,Sauto
Jeep,Wrangler,2023,154,1748000,Benzín,Automatická,212,Sauto
Porsche,Panamera,2016,113500,1748000,Nafta,Automatická,310,Sauto
Mercedes Benz,Eqs,2021,84500,1749000,Elektro,Automatická,245,Sauto
Volvo,Xc90,2023,26256,1749000,Nafta,Automatická,173,Sauto
Audi,Q8 E Tron,2023,18620,1749000,Elektro,Automatická,300,Sauto
Volvo,Xc90,2024,10257,1749000,Hybridní,Automatická,335,Sauto
Mercedes Benz,Tridy S,2018,103996,1749000,Benzín,Automatická,345,Sauto
Audi,Sq7,2020,90930,1749000,Nafta,Automatická,320,Sauto
Audi,Q8,2023,19120,1749000,Nafta,Automatická,210,Sauto
Volvo,Xc60,2025,2000,1749154,Hybridní,Automatická,293,Sauto
Volvo,Xc90,2024,9900,1749900,Hybridní,Automatická,335,Sauto
Volvo,Xc90,2024,9500,1750000,Hybridní,Automatická,335,Sauto
Mercedes Benz,Glc,2024,7200,1750000,Benzín,Automatická,190,Sauto
Dodge,Ram,2020,91000,1750000,Benzín,Automatická,306,Sauto
Bmw,X7,2022,120651,1753290,Nafta,Automatická,250,Sauto
Mercedes Benz,Tridy V,2022,43120,1755000,Nafta,Automatická,174,Sauto
Mercedes Benz,Tridy V,2024,6431,1758000,Nafta,Automatická,140,Sauto
Jeep,Wrangler,2025,0,1758800,Benzín,Automatická,200,Sauto
Land Rover,Discovery Sport,2025,0,1759000,Nafta,Automatická,150,Sauto
Bmw,X3,2024,12211,1759900,Nafta,Automatická,250,Sauto
Land Rover,Defender,2024,7900,1759900,Nafta,Automatická,147,Sauto
Ford,Ranger,2025,10,1760000,Benzín,Automatická,215,Sauto
Land Rover,Range Rover Evoque,2025,15,1767152,Hybridní,Automatická,199,Sauto
Porsche,Taycan,2022,80500,1769000,Elektro,Automatická,280,Sauto
Land Rover,Defender,2025,0,1769728,Nafta,Automatická,147,Sauto
Porsche,Panamera,2016,67268,1769999,Benzín,Automatická,404,Sauto
Hyundai,Ioniq 5,2025,15,1771890,Elektro,Automatická,478,Sauto
Land Rover,Range Rover Velar,2023,19000,1778700,Nafta,Automatická,221,Sauto
Jeep,Wrangler,2025,0,1778800,Benzín,Automatická,200,Sauto
Land Rover,Discovery Sport,2025,0,1779000,Nafta,Automatická,150,Sauto
Porsche,Panamera,2018,78000,1780000,Benzín,Automatická,324,Sauto
Land Rover,Range Rover Velar,2023,26000,1780764,Nafta,Automatická,221,Sauto
Audi,Q8,2021,50500,1785000,Nafta,Automatická,210,Sauto
Ford,Ranger,2025,22,1785500,Benzín,Automatická,215,Sauto
Audi,Q8 E Tron,2024,5500,1789000,Elektro,Automatická,300,Sauto
Land Rover,Defender,2025,0,1789000,Nafta,Automatická,147,Sauto
Volvo,Xc90,2023,7,1790000,Nafta,Automatická,173,Sauto
Mercedes Benz,Tridy S,2021,162332,1790000,Nafta,Automatická,210,Sauto
Porsche,Panamera,2021,161450,1790000,Benzín,Automatická,353,Sauto
Bmw,M4,2022,28500,1790000,Benzín,Automatická,375,Sauto
Porsche,Panamera,2016,133000,1790000,Nafta,Automatická,310,Sauto
Land Rover,Defender,2022,60300,1790000,Benzín,Automatická,294,Sauto
Land Rover,Range Rover Velar,2025,0,1797506,Nafta,Automatická,150,Sauto
Mercedes Benz,Gle,2020,44318,1799000,Nafta,Automatická,210,Sauto
Bmw,Rada 3,2024,9706,1799000,Nafta,Automatická,250,Sauto
Bmw,X5,2022,69586,1799000,Benzín,Automatická,390,Sauto
Land Rover,Defender,2022,22463,1799000,Benzín,Automatická,294,Sauto
Land Rover,Range Rover Velar,2024,13965,1799000,Nafta,Automatická,221,Sauto
Audi,Q8,2023,35000,1799000,Nafta,Automatická,210,Sauto
Land Rover,Range Rover Velar,2023,28000,1799000,Nafta,Automatická,221,Sauto
Land Rover,Range Rover Velar,2023,19280,1799000,Hybridní,Automatická,297,Sauto
Land Rover,Defender,2024,18181,1799000,Nafta,Automatická,183,Sauto
Bmw,Rada 3,2024,6060,1799000,Benzín,Automatická,275,Sauto
Volvo,Xc90,2023,18200,1799000,Nafta,Automatická,173,Sauto
Volvo,Xc90,2024,22859,1799000,Hybridní,Automatická,335,Sauto
Bmw,M5,2019,45400,1799000,Benzín,Automatická,460,Sauto
Bmw,X4,2024,12954,1799000,Benzín,Automatická,285,Sauto
Bmw,X6,2022,57000,1799000,Nafta,Automatická,210,Sauto
Porsche,Cayenne,2018,138700,1799900,Benzín,Automatická,404,Sauto
Mercedes Benz,Amg Gt,2019,119053,1799900,Benzín,Automatická,430,Sauto
Mercedes Benz,Tridy E,2023,6190,1799900,Hybridní,Automatická,240,Sauto
Porsche,911,2009,30800,1799999,Benzín,Manuální,239,Sauto
Mercedes Benz,Tridy V,2021,62500,1799999,Nafta,Automatická,174,Sauto
Mercedes Benz,Tridy V,2023,13124,1799999,Nafta,Automatická,174,Sauto
Porsche,Panamera,2017,175500,1799999,Benzín,Automatická,404,Sauto
Mercedes Benz,Tridy S,2017,65000,1800000,Benzín,Automatická,335,Sauto
Land Rover,Defender,2025,0,1804200,Nafta,Automatická,147,Sauto
Mercedes Benz,Tridy V,2024,33774,1808950,Nafta,Automatická,174,Sauto
Porsche,911,2013,83900,1813790,Benzín,Automatická,316,Sauto
Dodge,Ram,2025,56,1813790,Benzín,Automatická,310,Sauto
Dodge,Challenger,2024,1,1813790,Benzín,Automatická,362,Sauto
Mercedes Benz,Eqe,2022,47189,1815000,Elektro,Automatická,350,Sauto
Volvo,Xc90,2025,0,1815210,Benzín,Automatická,184,Sauto
Mercedes Benz,Tridy E,2024,8410,1819000,Benzín,Automatická,230,Sauto
Volvo,Xc60,2025,0,1819000,Hybridní,Automatická,186,Sauto
Audi,A5,2024,7500,1819000,Nafta,Automatická,150,Sauto
Land Rover,Defender,2025,0,1819482,Nafta,Automatická,147,Sauto
Porsche,Cayenne,2020,65000,1820000,Benzín,Automatická,250,Sauto
Land Rover,Range Rover Velar,2025,0,1826442,Nafta,Automatická,150,Sauto
Mercedes Benz,Tridy E,2023,41495,1827100,Hybridní,Automatická,145,Sauto
Porsche,Boxster,2023,14650,1829000,Benzín,Automatická,220,Sauto
Land Rover,Range Rover Velar,2025,1000,1836661,Nafta,Automatická,150,Sauto
Land Rover,Discovery,2024,20,1837426,Nafta,Automatická,184,Sauto
Dodge,Challenger,2024,1,1837990,Benzín,Automatická,362,Sauto
Dodge,Challenger,2024,18,1839200,Benzín,Automatická,362,Sauto
Mercedes Benz,Gle,2024,11867,1839200,Nafta,Automatická,180,Sauto
Mercedes Benz,Gle,2022,44491,1840000,Benzín,Automatická,270,Sauto
Audi,Sq7,2021,44850,1848000,Benzín,Automatická,373,Sauto
Bmw,X7,2022,112000,1849000,Nafta,Automatická,250,Sauto
