Značka,Model,Rok,Najeté km,Cena,Palivo,Převodovka,Výkon (kW),Zdroj
Land Rover,Defender,2025,10,1849607,Nafta,Automatická,147,Sauto
Jeep,Grand Cherokee,2021,34500,1849900,Benzín,Automatická,216,Sauto
Land Rover,Defender,2024,7500,1849900,Nafta,Automatická,147,Sauto
Porsche,Cayenne,2021,77060,1850000,Hybridní,Automatická,340,Sauto
Porsche,Taycan,2023,32292,1850000,Elektro,Automatická,280,Sauto
Dodge,Durango,2022,57000,1850000,Benzín,Automatická,354,Sauto
Dodge,Challenger,2024,1,1850090,Benzín,Automatická,362,Sauto
Land Rover,Defender,2025,20,1855000,Nafta,Automatická,147,Sauto
Ford,Ranger,2025,0,1857330,Nafta,Automatická,176,Sauto
Land Rover,Range Rover,2020,151000,1869000,Benzín,Automatická,294,Sauto
Porsche,911,2012,117960,1869999,Benzín,Automatická,294,Sauto
Mercedes Benz,Gle,2020,45000,1870000,Benzín,Automatická,320,Sauto
Land Rover,Discovery,2025,10,1870231,Nafta,Automatická,183,Sauto
Land Rover,Range Rover Velar,2024,21900,1873000,Nafta,Automatická,221,Sauto
Dodge,Challenger,2024,0,1874287,Benzín,Automatická,356,Sauto
Dodge,Ram,2025,1,1874290,Benzín,Automatická,313,Sauto
Jeep,Grand Cherokee,2024,1,1874290,Benzín,Automatická,218,Sauto
Dodge,Challenger,2024,10,1874290,Benzín,Automatická,362,Sauto
Land Rover,Range Rover Velar,2025,0,1877546,Nafta,Automatická,150,Sauto
Land Rover,Range Rover Velar,2025,0,1879000,Hybridní,Automatická,297,Sauto
Audi,Q5,2025,200,1879000,Nafta,Automatická,150,Sauto
Porsche,Panamera,2019,89000,1880000,Hybridní,Automatická,340,Sauto
Ford,Mustang,2025,10,1881760,Benzín,Automatická,334,Sauto
Land Rover,Defender,2025,150,1887359,Nafta,Automatická,147,Sauto
Land Rover,Range Rover Evoque,2025,0,1889000,Hybridní,Automatická,269,Sauto
Land Rover,Range Rover Evoque,2025,0,1889000,Hybridní,Automatická,198,Sauto
Porsche,Panamera,2019,97000,1890000,Benzín,Automatická,338,Sauto
Porsche,Boxster,2024,20388,1890000,Benzín,Automatická,220,Sauto
Land Rover,Range Rover Velar,2025,0,1896800,Hybridní,Automatická,297,Sauto
Dodge,Ram,2025,1,1898490,Benzín,Automatická,313,Sauto
Bmw,M2,2021,3921,1899000,Benzín,Automatická,331,Sauto
Volvo,Xc60,2025,0,1899000,Hybridní,Automatická,257,Sauto
Audi,Rs3,2025,19,1899000,Benzín,Automatická,294,Sauto
Bmw,X6,2023,22877,1899000,Nafta,Automatická,210,Sauto
Bmw,X5,2021,56409,1899000,Benzín,Automatická,245,Sauto
Audi,Q5,2025,200,1899000,Nafta,Automatická,150,Sauto
Porsche,Taycan,2022,32000,1899000,Elektro,Automatická,390,Sauto
Land Rover,Range Rover Evoque,2025,0,1899000,Nafta,Automatická,147,Sauto
Audi,Q7,2023,44500,1899000,Nafta,Automatická,210,Sauto
Audi,E Tron Gt,2021,13861,1899000,Elektro,Automatická,440,Sauto
Porsche,Taycan,2023,41007,1899000,Elektro,Automatická,420,Sauto
Mercedes Benz,Eqs,2023,80629,1899000,Elektro,Automatická,385,Sauto
Porsche,Panamera,2017,54200,1899000,Nafta,Automatická,310,Sauto
Porsche,Panamera,2019,117058,1899000,Benzín,Automatická,338,Sauto
Audi,A6,2025,13,1899000,Nafta,Automatická,210,Sauto
Land Rover,Range Rover Velar,2025,0,1899000,Hybridní,Automatická,297,Sauto
Dodge,Charger,2023,10938,1899700,Benzín,Automatická,362,Sauto
Land Rover,Defender,2025,0,1899806,Nafta,Automatická,184,Sauto
Land Rover,Defender,2022,17960,1899900,Nafta,Automatická,221,Sauto
Land Rover,Defender,2024,7200,1899900,Nafta,Automatická,183,Sauto
Land Rover,Defender,2025,0,1899900,Nafta,Automatická,147,Sauto
Jeep,Wrangler,2022,21600,1899900,Benzín,Automatická,213,Sauto
Dodge,Challenger,2025,1,1899900,Benzín,Automatická,362,Sauto
Audi,A6 Avant,2025,1,1899900,Nafta,Automatická,210,Sauto
Land Rover,Defender,2025,0,1901900,Nafta,Automatická,147,Sauto
Dodge,Ram,2025,1,1910590,Benzín,Automatická,313,Sauto
Dodge,Ram,2025,1,1911800,Benzín,Automatická,313,Sauto
Land Rover,Discovery,2025,0,1913638,Nafta,Automatická,184,Sauto
Land Rover,Discovery,2025,0,1917987,Nafta,Automatická,184,Sauto
Porsche,Panamera,2019,120000,1920000,Benzín,Automatická,324,Sauto
Porsche,Cayman,2022,12100,1920000,Benzín,Automatická,220,Sauto
Land Rover,Defender,2025,0,1920299,Nafta,Automatická,147,Sauto
Dodge,Durango,2024,1,1923900,Benzín,Automatická,268,Sauto
Dodge,Durango,2024,25,1923900,Benzín,Automatická,268,Sauto
Land Rover,Defender,2025,0,1926760,Nafta,Automatická,147,Sauto
Land Rover,Discovery,2023,16400,1928000,Nafta,Automatická,221,Sauto
Jeep,Wrangler,2025,1,1928800,Hybridní,Automatická,200,Sauto
Land Rover,Defender,2025,0,1929000,Nafta,Automatická,147,Sauto
Audi,Rs Q3,2023,36,1929000,Benzín,Automatická,294,Sauto
Land Rover,Defender,2024,10000,1929900,Nafta,Automatická,184,Sauto
Jeep,Wrangler,2025,5,1930730,Hybridní,Automatická,280,Sauto
Land Rover,Range Rover Velar,2025,0,1933064,Nafta,Automatická,150,Sauto
Land Rover,Defender,2025,0,1934025,Nafta,Automatická,183,Sauto
Jeep,Grand Cherokee,2024,1,1934790,Benzín,Automatická,218,Sauto
Jeep,Grand Cherokee,2022,22500,1934790,Benzín,Automatická,262,Sauto
Dodge,Ram,2025,1,1934790,Benzín,Automatická,313,Sauto
Mercedes Benz,Gle,2022,44063,1934790,Nafta,Automatická,243,Sauto
Dodge,Ram,2025,4500,1934790,Benzín,Automatická,310,Sauto
Dodge,Charger,2024,1,1934790,Benzín,Automatická,362,Sauto
Dodge,Ram,2024,1,1934790,Benzín,Automatická,286,Sauto
Land Rover,Defender,2025,0,1935975,Nafta,Automatická,147,Sauto
Dodge,Ram,2024,20000,1936000,Benzín,Automatická,295,Sauto
Land Rover,Range Rover Velar,2025,0,1936527,Nafta,Automatická,150,Sauto
Kia,Ev9,2024,0,1937900,Elektro,Automatická,283,Sauto
Audi,Q7,2023,55490,1939000,Nafta,Automatická,210,Sauto
Mercedes Benz,Gle,2022,35559,1949000,Hybridní,Automatická,143,Sauto
Porsche,Taycan,2023,30000,1949000,Elektro,Automatická,420,Sauto
Land Rover,Range Rover,2021,110000,1949000,Nafta,Automatická,258,Sauto
Mercedes Benz,Gls,2021,90254,1949000,Nafta,Automatická,243,Sauto
Mercedes Benz,Tridy V,2023,17590,1949000,Nafta,Automatická,174,Sauto
Mercedes Benz,Tridy C,2023,18048,1949500,Benzín,Automatická,300,Sauto
Land Rover,Defender,2023,14428,1949900,Benzín,Automatická,294,Sauto
Mercedes Benz,Cle,2024,1,1949900,Benzín,Automatická,190,Sauto
Audi,A6 Allroad,2024,9980,1949900,Nafta,Automatická,210,Sauto
Audi,Sq7,2020,92300,1949900,Nafta,Automatická,320,Sauto
Porsche,911,2013,126000,1949999,Benzín,Automatická,294,Sauto
Jeep,Grand Cherokee,2019,25000,1949999,Benzín,Automatická,344,Sauto
Dodge,Ram,2025,50,1950000,Benzín,Automatická,313,Sauto
Dodge,Durango,2025,50,1950000,LPG + benzín,Automatická,268,Sauto
Audi,Rs6,2020,61000,1950000,Benzín,Automatická,441,Sauto
Land Rover,Range Rover Velar,2025,0,1957571,Nafta,Automatická,150,Sauto
Jeep,Wrangler,2025,1,1958800,Hybridní,Automatická,200,Sauto
Jeep,Wrangler,2025,5,1959280,Hybridní,Automatická,280,Sauto
Dodge,Durango,2025,1,1959900,LPG + benzín,Automatická,268,Sauto
Mercedes Benz,Tridy G,2014,215000,1959999,Nafta,Automatická,160,Sauto
Porsche,Macan,2021,68544,1960200,Benzín,Automatická,280,Sauto
Dodge,Charger,2021,18632,1965040,Benzín,Automatická,527,Sauto
Land Rover,Defender,2025,0,1969000,Nafta,Automatická,147,Sauto
Porsche,Cayenne,2020,66000,1969000,Benzín,Automatická,324,Sauto
Porsche,Panamera,2020,36643,1972300,Hybridní,Automatická,324,Sauto
Volvo,Xc90,2025,0,1975590,Benzín,Automatická,184,Sauto
Land Rover,Defender,2025,10,1977600,Nafta,Automatická,147,Sauto
Land Rover,Discovery,2024,17500,1980000,Nafta,Automatická,221,Sauto
Jeep,Grand Cherokee,2019,54500,1980000,Benzín,Automatická,522,Sauto
Dodge,Ram,2024,1,1983190,Benzín,Automatická,290,Sauto
Dodge,Ram,2024,1,1983190,Benzín,Automatická,286,Sauto
Jeep,Grand Cherokee,2025,0,1984400,Hybridní,Automatická,200,Sauto
Dodge,Durango,2024,47,1984400,Benzín,Automatická,268,Sauto
Porsche,911,2012,114624,1988000,Benzín,Manuální,257,Sauto
Jeep,Grand Cherokee,2024,0,1988000,Hybridní,Automatická,200,Sauto
Volvo,Xc90,2025,0,1989000,Hybridní,Automatická,335,Sauto
Land Rover,Discovery,2024,13311,1989900,Nafta,Automatická,184,Sauto
Land Rover,Defender,2023,29136,1990000,Nafta,Automatická,221,Sauto
Porsche,Panamera,2019,56400,1990000,Benzín,Automatická,338,Sauto
Porsche,Boxster,2024,11100,1990000,Benzín,Automatická,257,Sauto
Porsche,Panamera,2019,99000,1990000,Benzín,Automatická,338,Sauto
Porsche,911,2012,92800,1990000,Benzín,Manuální,294,Sauto
Audi,Q8,2022,33500,1990000,Benzín,Automatická,250,Sauto
Dodge,Durango,2024,2,1990000,Benzín,Automatická,268,Sauto
Porsche,Cayenne,2021,42800,1990000,Hybridní,Automatická,250,Sauto
Dodge,Challenger,2022,17000,1993000,Benzín,Automatická,535,Sauto
Porsche,Macan,2024,0,1995000,Elektro,Automatická,250,Sauto
Jeep,Grand Cherokee,2024,1,1995290,Benzín,Automatická,218,Sauto
Dodge,Ram,2025,1,1995290,Benzín,Automatická,313,Sauto
Dodge,Ram,2024,1,1995290,Benzín,Automatická,286,Sauto
Dodge,Ram,2024,1,1995290,Benzín,Automatická,290,Sauto
Mercedes Benz,Gls,2020,116475,1995290,Nafta,Automatická,243,Sauto
Mercedes Benz,Gle,2023,62124,1995290,Hybridní,Automatická,145,Sauto
Dodge,Ram,2024,12,1998920,Benzín,Automatická,295,Sauto
Porsche,Taycan,2023,19950,1999000,Elektro,Automatická,240,Sauto
Audi,Q8,2024,1000,1999000,Nafta,Automatická,210,Sauto
Mercedes Benz,Eqs,2021,28978,1999000,Elektro,Automatická,385,Sauto
Audi,Rs6,2020,120906,1999000,Benzín,Automatická,441,Sauto
Bmw,M3,2022,51635,1999000,Benzín,Automatická,375,Sauto
Land Rover,Discovery,2024,14000,1999000,Nafta,Automatická,184,Sauto
Bmw,X7,2023,119000,1999000,Nafta,Automatická,250,Sauto
Bmw,X3,2024,7083,1999000,Nafta,Automatická,210,Sauto
Porsche,Panamera,2020,54100,1999000,Benzín,Automatická,324,Sauto
Land Rover,Range Rover Sport,2019,55000,1999000,Benzín,Automatická,386,Sauto
Mercedes Benz,200,2024,4998,1999000,Benzín,Automatická,150,Sauto
Land Rover,Range Rover Velar,2024,18000,1999900,Nafta,Automatická,221,Sauto
Mercedes Benz,Tridy E,2025,7560,1999900,Nafta,Automatická,145,Sauto
Volvo,Xc90,2025,0,1999900,Hybridní,Automatická,335,Sauto
Audi,A6 Allroad,2024,10,1999900,Nafta,Automatická,210,Sauto
Porsche,Panamera,2019,80000,1999900,Hybridní,Automatická,343,Sauto
Porsche,Macan,2023,83850,1999990,Benzín,Automatická,324,Sauto
Land Rover,Range Rover Velar,2025,0,1999990,Hybridní,Automatická,297,Sauto
Bmw,Rada 8,1992,146800,1999999,Benzín,Manuální,280,Sauto
Land Rover,Defender,2023,55000,1999999,Nafta,Automatická,221,Sauto
Porsche,Panamera,2019,79000,1999999,Benzín,Automatická,324,Sauto
Mercedes Benz,Tridy S,2019,19800,2000000,Benzín,Automatická,345,Sauto
Bmw,Rada 3,2025,0,2016000,Benzín,Automatická,275,Sauto
Mercedes Benz,Gle,2022,29495,2019000,Hybridní,Automatická,143,Sauto
Volvo,Xc90,2025,0,2025000,Hybridní,Automatická,335,Sauto
Mercedes Benz,Tridy E,2023,33850,2029170,Hybridní,Automatická,150,Sauto
Porsche,Cayenne,2021,62230,2032798,Hybridní,Automatická,250,Sauto
Audi,A7,2025,10,2036156,Nafta,Automatická,210,Sauto
Land Rover,Defender,2025,20,2037149,Nafta,Automatická,147,Sauto
Volvo,Xc90,2025,0,2039000,Benzín,Automatická,184,Sauto
Volvo,Xc90,2024,0,2039000,Benzín,Automatická,184,Sauto
Land Rover,Range Rover,2022,137000,2042000,Nafta,Automatická,258,Sauto
Porsche,Macan,2023,37532,2044900,Benzín,Automatická,280,Sauto
Land Rover,Discovery,2023,10600,2045929,Nafta,Automatická,221,Sauto
Porsche,Cayenne,2019,102437,2049000,Benzín,Automatická,404,Sauto
Mercedes Benz,Tridy S,2017,122000,2049000,Benzín,Automatická,345,Sauto
Porsche,Cayenne,2022,29992,2049000,Benzín,Automatická,250,Sauto
Bmw,M3,2022,36880,2049000,Benzín,Automatická,375,Sauto
Audi,Q7,2025,0,2049000,Nafta,Automatická,210,Sauto
Porsche,Panamera,2020,62100,2049900,Hybridní,Automatická,340,Sauto
Dodge,Ram,2024,50,2050000,LPG + benzín,Automatická,313,Sauto
Porsche,911,2008,113000,2050000,Benzín,Manuální,353,Sauto
Jeep,Grand Cherokee,2023,9500,2050345,Benzín,Automatická,216,Sauto
Dodge,Durango,2024,1,2055790,Benzín,Automatická,268,Sauto
Dodge,Durango,2024,54,2055790,Benzín,Automatická,268,Sauto
Dodge,Durango,2024,150,2055790,Benzín,Automatická,265,Sauto
Dodge,Charger,2024,1,2055790,Benzín,Automatická,362,Sauto
Dodge,Durango,2024,10,2055790,Benzín,Automatická,268,Sauto
Dodge,Challenger,2024,1,2055790,Benzín,Automatická,362,Sauto
Dodge,Ram,2025,1,2055790,Benzín,Automatická,313,Sauto
Jeep,Grand Cherokee,2024,0,2057000,Hybridní,Automatická,200,Sauto
Jeep,Wrangler,2022,75300,2058800,Benzín,Automatická,347,Sauto
Bmw,M2,2023,18500,2059999,Benzín,Automatická,410,Sauto
Porsche,Panamera,2022,84389,2060000,Benzín,Automatická,243,Sauto
Land Rover,Defender,2025,0,2061197,Nafta,Automatická,183,Sauto
Land Rover,Defender,2025,0,2066179,Nafta,Automatická,183,Sauto
Dodge,Challenger,2024,1,2066600,Benzín,Automatická,362,Sauto
Dodge,Ram,2024,10,2079990,Benzín,Automatická,295,Sauto
Jeep,Grand Cherokee,2024,14,2080000,Hybridní,Automatická,200,Sauto
Bmw,Rada 8,2021,12900,2090000,Benzín,Automatická,390,Sauto
Porsche,Cayenne,2018,102900,2090000,Benzín,Automatická,404,Sauto
Volvo,Xc90,2025,0,2090687,Hybridní,Automatická,228,Sauto
Mercedes Benz,Tridy V,2024,18640,2093000,Nafta,Automatická,174,Sauto
Mercedes Benz,Tridy V,2024,10000,2093300,Nafta,Automatická,174,Sauto
Mercedes Benz,Tridy S,2021,106516,2096000,Benzín,Automatická,320,Sauto
Porsche,Macan,2022,29263,2099000,Benzín,Automatická,324,Sauto
Porsche,Taycan,2022,56670,2099000,Elektro,Automatická,420,Sauto
Porsche,Cayenne,2022,29300,2099000,Hybridní,Automatická,340,Sauto
Bmw,M4,2023,21007,2099000,Benzín,Automatická,375,Sauto
Audi,Rs6,2021,111880,2099000,Benzín,Automatická,441,Sauto
Mercedes Benz,Gls,2021,29024,2099000,Nafta,Automatická,210,Sauto
Porsche,Panamera,2019,49947,2099400,Benzín,Automatická,404,Sauto
Porsche,911,2016,53800,2099900,Benzín,Automatická,272,Sauto
Land Rover,Range Rover Velar,2024,8439,2099900,Nafta,Automatická,221,Sauto
Audi,A6 Allroad,2024,1,2099900,Nafta,Automatická,210,Sauto
Land Rover,Range Rover Velar,2024,4500,2099900,Nafta,Automatická,221,Sauto
Audi,Q8,2024,18565,2099900,Nafta,Automatická,210,Sauto
Dodge,Challenger,2023,50,2100000,Benzín,Automatická,362,Sauto
Porsche,Panamera,2021,52650,2100000,Benzín,Automatická,324,Sauto
Dodge,Challenger,2025,50,2100000,Benzín,Automatická,362,Sauto
Porsche,Panamera,2018,28230,2100000,Benzín,Automatická,324,Sauto
Mercedes Benz,Gle,2024,9900,2105400,Nafta,Automatická,272,Sauto
Jeep,Grand Cherokee,2023,1,2116290,Benzín,Automatická,218,Sauto
Dodge,Challenger,2025,21,2116290,Benzín,Automatická,362,Sauto
Dodge,Durango,2024,1,2116290,Benzín,Automatická,268,Sauto
Dodge,Challenger,2024,1,2116290,Benzín,Automatická,362,Sauto
Dodge,Challenger,2024,20,2116290,Benzín,Automatická,362,Sauto
Jeep,Grand Cherokee,2024,1,2127900,Hybridní,Automatická,280,Sauto
Dodge,Ram,2022,1,2128390,Benzín,Automatická,295,Sauto
Volvo,Xc90,2025,0,2129000,Hybridní,Automatická,335,Sauto
Bmw,X7,2022,70337,2129000,Nafta,Automatická,250,Sauto
Dodge,Durango,2024,150,2129600,Benzín,Automatická,265,Sauto
Dodge,Durango,2024,49,2129600,Benzín,Automatická,268,Sauto
Land Rover,Range Rover Velar,2025,0,2134456,Nafta,Automatická,221,Sauto
Land Rover,Defender,2025,0,2134900,Nafta,Automatická,183,Sauto
Jeep,Grand Cherokee,2024,30,2140000,Hybridní,Automatická,279,Sauto
Dodge,Ram,2024,30,2141700,Benzín,Automatická,295,Sauto
Porsche,911,2012,90211,2148000,Benzín,Automatická,294,Sauto
Land Rover,Discovery,2023,126,2148000,Nafta,Automatická,221,Sauto
Audi,Ostatni,2020,84477,2148000,Benzín,Automatická,441,Sauto
Land Rover,Range Rover Velar,2025,0,2149000,Nafta,Automatická,221,Sauto
Porsche,Macan,2023,33050,2149000,Benzín,Automatická,324,Sauto
Bmw,M3,2023,6115,2149000,Benzín,Automatická,375,Sauto
Jeep,Grand Cherokee,2024,0,2149000,Hybridní,Automatická,280,Sauto
Land Rover,Range Rover Velar,2024,3500,2149900,Nafta,Automatická,221,Sauto
Audi,E Tron Gt,2022,1170,2149900,Elektro,Automatická,440,Sauto
Land Rover,Defender,2024,8500,2149900,Nafta,Automatická,183,Sauto
Mercedes Benz,Tridy V,2024,12000,2153800,Nafta,Automatická,174,Sauto
Bmw,X5,2024,25000,2158000,Nafta,Automatická,210,Sauto
Jeep,Grand Cherokee,2024,3000,2158800,Hybridní,Automatická,280,Sauto
Land Rover,Range Rover Velar,2025,0,2159000,Nafta,Automatická,221,Sauto
Jeep,Grand Cherokee,2025,0,2162900,Hybridní,Automatická,280,Sauto
Land Rover,Defender,2025,10,2163686,Nafta,Automatická,147,Sauto
Bmw,X5,2024,22030,2169000,Nafta,Automatická,210,Sauto
Dodge,Ram,2024,92,2176788,Benzín,Automatická,295,Sauto
Dodge,Ram,2024,20,2176789,Benzín,Automatická,295,Sauto
Jeep,Gladiator,2024,1,2176790,Benzín,Automatická,209,Sauto
Audi,Q8,2023,30000,2176790,Nafta,Automatická,210,Sauto
Bmw,Rada 5,2024,19800,2179000,Hybridní,Automatická,360,Sauto
Bmw,Rada 7,2023,49500,2179000,Nafta,Automatická,220,Sauto
Porsche,911,2012,93500,2180000,Benzín,Automatická,294,Sauto
Volvo,Xc90,2025,0,2185000,Hybridní,Automatická,335,Sauto
Audi,Q8,2024,18000,2190000,Nafta,Automatická,210,Sauto
Land Rover,Defender,2025,0,2195738,Nafta,Automatická,183,Sauto
Porsche,Cayenne,2023,12200,2198000,Hybridní,Automatická,340,Sauto
Audi,Q7,2024,12,2199000,Nafta,Automatická,210,Sauto
Audi,Q8,2024,1000,2199000,Nafta,Automatická,210,Sauto
Mercedes Benz,Gls,2021,56502,2199000,Nafta,Automatická,243,Sauto
Audi,Rs6,2021,84227,2199000,Benzín,Automatická,441,Sauto
Mercedes Benz,Tridy E,2023,2948,2199000,Benzín,Automatická,320,Sauto
Jeep,Gladiator,2023,2,2199000,Benzín,Automatická,211,Sauto
Porsche,Cayenne,2022,45500,2199000,Benzín,Automatická,340,Sauto
Bmw,X6,2020,34262,2199000,Benzín,Automatická,460,Sauto
Land Rover,Discovery,2023,15000,2199000,Nafta,Automatická,221,Sauto
Porsche,Cayenne,2023,40500,2199000,Hybridní,Automatická,340,Sauto
Land Rover,Range Rover,2022,136000,2199000,Benzín,Automatická,386,Sauto
Mercedes Benz,Tridy C,2025,1,2199900,Benzín,Automatická,300,Sauto
Audi,S5,2025,1,2199900,Benzín,Automatická,270,Sauto
Land Rover,Defender,2024,8500,2199900,Nafta,Automatická,183,Sauto
Dodge,Durango,2025,50,2200000,LPG + benzín,Automatická,268,Sauto
Dodge,Durango,2024,50,2200000,LPG + benzín,Automatická,268,Sauto
Land Rover,Defender,2025,0,2202797,Nafta,Automatická,183,Sauto
Land Rover,Range Rover Velar,2025,10,2208076,Nafta,Automatická,221,Sauto
Porsche,Cayman,2020,32900,2215000,Benzín,Manuální,309,Sauto
Volvo,Xc90,2025,7,2218900,Hybridní,Automatická,335,Sauto
Land Rover,Defender,2025,10,2226637,Nafta,Automatická,147,Sauto
Jeep,Grand Cherokee,2024,4000,2230000,Hybridní,Automatická,280,Sauto
Jeep,Wrangler,2024,1,2237290,Benzín,Automatická,201,Sauto
Jeep,Wrangler,2024,1,2237290,Benzín,Automatická,213,Sauto
Dodge,Ram,2022,1,2237290,Benzín,Automatická,291,Sauto
Porsche,Panamera,2019,46145,2239900,Benzín,Automatická,338,Sauto
Dodge,Durango,2024,1,2243945,LPG + benzín,Automatická,268,Sauto
Jeep,Grand Cherokee,2024,0,2246000,Hybridní,Automatická,200,Sauto
Land Rover,Range Rover Velar,2025,1000,2246957,Nafta,Automatická,221,Sauto
Audi,Q8,2024,1000,2249000,Nafta,Automatická,210,Sauto
Mercedes Benz,Gle,2022,11000,2249000,Nafta,Automatická,243,Sauto
Audi,Q8,2024,7272,2249000,Nafta,Automatická,210,Sauto
Land Rover,Discovery,2024,9065,2249000,Nafta,Automatická,220,Sauto
Land Rover,Defender,2025,0,2249000,Nafta,Automatická,184,Sauto
Porsche,Panamera,2019,54154,2249000,Benzín,Automatická,404,Sauto
Jeep,Grand Cherokee,2025,50,2249900,Hybridní,Automatická,280,Sauto
Jeep,Grand Cherokee,2025,0,2249900,Hybridní,Automatická,280,Sauto
Jeep,Grand Cherokee,2025,10,2249900,Hybridní,Automatická,280,Sauto
Land Rover,Range Rover,2021,83000,2250000,Nafta,Automatická,250,Sauto
Nissan,Gt R,2012,103600,2250000,Benzín,Automatická,390,Sauto
Porsche,Cayenne,2021,33300,2250000,Benzín,Automatická,324,Sauto
Porsche,Taycan,2024,8000,2250000,Elektro,Automatická,360,Sauto
Porsche,911,2016,104120,2250000,Benzín,Automatická,309,Sauto
Audi,Rs6,2020,66827,2250000,Benzín,Automatická,441,Sauto
Mercedes Benz,Tridy E,2025,9900,2260000,Nafta,Automatická,270,Sauto
Mercedes Benz,Tridy S,2016,20000,2262700,Nafta,Automatická,185,Sauto
Land Rover,Defender,2025,0,2269000,Nafta,Automatická,183,Sauto
Porsche,Cayenne,2019,74340,2277000,Benzín,Automatická,404,Sauto
Land Rover,Defender,2025,0,2279000,Nafta,Automatická,183,Sauto
Mercedes Benz,Gle,2024,11891,2279000,Nafta,Automatická,270,Sauto
Audi,Q7,2025,9,2288725,Nafta,Automatická,210,Sauto
Land Rover,Discovery,2025,0,2289000,Nafta,Automatická,183,Sauto
Porsche,Macan,2024,7000,2290000,Elektro,Automatická,300,Sauto
Dodge,Ram,2024,26,2297788,Benzín,Automatická,295,Sauto
Dodge,Ram,2025,10,2297790,Benzín,Automatická,295,Sauto
Dodge,Ram,2024,500,2297790,Benzín,Automatická,295,Sauto
Jeep,Wrangler,2024,1,2297790,Benzín,Automatická,213,Sauto
Land Rover,Defender,2024,8556,2297790,Nafta,Automatická,221,Sauto
Dodge,Ram,2024,20,2297790,Benzín,Automatická,295,Sauto
Dodge,Ram,2024,100,2297790,Benzín,Automatická,295,Sauto
Dodge,Ram,2024,25,2297790,Benzín,Automatická,295,Sauto
Land Rover,Defender,2024,9000,2298000,Nafta,Automatická,221,Sauto
Bmw,I8,2020,26200,2299000,Hybridní,Automatická,275,Sauto
Mercedes Benz,Tridy S,2021,88508,2299000,Nafta,Automatická,243,Sauto
Dodge,Challenger,2022,1387,2299000,Benzín,Automatická,535,Sauto
Bmw,X5,2022,26500,2299000,Benzín,Automatická,441,Sauto
Mercedes Benz,Tridy C,2024,14499,2299000,Hybridní,Automatická,500,Sauto
Mercedes Benz,Tridy V,2024,8376,2299000,Nafta,Automatická,174,Sauto
Mercedes Benz,Eqs,2021,27924,2299000,Elektro,Automatická,385,Sauto
Audi,Q7,2025,1000,2299000,Nafta,Automatická,210,Sauto
Land Rover,Range Rover Velar,2024,50,2299000,Nafta,Automatická,221,Sauto
Bmw,X5,2024,23161,2299000,Benzín,Automatická,280,Sauto
Bmw,Rada 8,2023,19300,2299000,Benzín,Automatická,390,Sauto
Jeep,Grand Cherokee,2022,4000,2299000,Benzín,Automatická,268,Sauto
Land Rover,Defender,2025,20,2299000,Nafta,Automatická,184,Sauto
