Značka,Model,Najeté km,Cena,Palivo,Převodovka,Výkon (kW),Stari
Jeep,Gladiator,21700,1548800,Nafta,Automaticka,194,3
Porsche,Taycan,100100,1549000,Elektro,Automaticka,420,4
Porsche,Macan,31678,1549000,Benzin,Automaticka,195,3
Volvo,Xc90,19898,1549000,Nafta,Automaticka,173,1
Volvo,Xc90,15422,1549000,Nafta,Automaticka,173,1
Porsche,Panamera,147700,1549000,Benzin,Automaticka,404,6
Audi,Q8,98687,1549000,Benzin,Automaticka,250,4
Volvo,Xc60,17720,1549000,Hybridni,Automaticka,335,1
Porsche,Taycan,66987,1549000,Elektro,Automaticka,360,4
Volvo,Xc60,14992,1549000,Hybridni,Automaticka,228,1
Audi,Q7,38894,1549000,Nafta,Automaticka,210,3
Porsche,Macan,50313,1549000,Benzin,Automaticka,260,4
BMW,Ix,20569,1549000,Elektro,Automaticka,240,1
Volvo,Xc60,5,1549000,Benzin,Automaticka,293,0
Volvo,Xc90,10560,1549900,Benzin,Automaticka,220,2
Volvo,Xc60,21846,1549900,Hybridni,Automaticka,331,1
Jeep,Wrangler,50,1549900,Benzin,Automaticka,200,0
BMW,Rada 7,113285,1549900,Nafta,Automaticka,210,4
Kia,Sorento,1,1549980,Nafta,Automaticka,142,0
Mazda,Cx 80,5,1549990,Nafta,Automaticka,187,0
Land Rover,Defender,139780,1549990,Nafta,Automaticka,221,4
Land Rover,Defender,51100,1550000,Nafta,Automaticka,147,4
Porsche,Cayenne,49000,1550000,Benzin,Automaticka,250,7
BMW,X3,18319,1550000,Benzin,Automaticka,265,3
Porsche,Cayenne,119000,1550000,Benzin,Automaticka,404,7
Porsche,Cayenne,66220,1555000,Benzin,Automaticka,250,6
Mazda,Cx 60,0,1558990,Nafta,Automaticka,187,0
Volvo,Xc90,1,1559000,Nafta,Automaticka,173,1
Mazda,Cx 60,0,1559190,Nafta,Automaticka,187,0
Mazda,Cx 60,5,1559190,Nafta,Automaticka,187,0
Land Rover,Discovery Sport,100,1560900,Nafta,Automaticka,120,1
Porsche,Cayenne,93000,1560900,Benzin,Automaticka,250,6
Mazda,Cx 60,0,1566490,Nafta,Automaticka,187,1
BMW,X1,1000,1567990,Nafta,Automaticka,120,0
Dodge,Ram,71600,1569000,Benzin,Automaticka,295,3
Mazda,Cx 80,100,1569000,Nafta,Automaticka,187,0
Volvo,Xc90,29350,1569900,Nafta,Automaticka,173,2
Dodge,Ram,10,1571790,Benzin,Automaticka,295,1
Dodge,Ram,10,1572879,Benzin,Automaticka,295,1
Porsche,911,71000,1573000,Benzin,Manualni,309,24
Land Rover,Range Rover Sport,60600,1573000,Nafta,Automaticka,183,4
Mazda,Cx 60,0,1579000,Nafta,Automaticka,187,0
Audi,Q7,42740,1579000,Nafta,Automaticka,210,3
Audi,Q7,35529,1579000,Nafta,Automaticka,210,3
Audi,Q8,34600,1579000,Benzin,Automaticka,250,2
Land Rover,Range Rover Evoque,10,1579438,Nafta,Automaticka,120,1
Mazda,Cx 60,15,1580269,Nafta,Automaticka,187,0
Mazda,Cx 60,0,1587490,Nafta,Automaticka,187,1
Jeep,Wrangler,0,1588800,Benzin,Automaticka,200,0
Land Rover,Range Rover,90000,1589000,Nafta,Automaticka,202,5
Audi,Q8,60035,1589000,Nafta,Automaticka,210,3
Mazda,Cx 80,0,1589000,Hybridni,Automaticka,241,0
Jeep,Wrangler,33,1589999,Benzin,Automaticka,200,1
Porsche,Cayman,45873,1590000,Benzin,Automaticka,220,5
BMW,X3,57000,1590000,Nafta,Automaticka,250,2
BMW,Rada 5,26000,1590000,Nafta,Automaticka,145,1
Land Rover,Defender,177594,1590000,Nafta,Manualni,90,20
Porsche,Taycan,36000,1590000,Elektro,Automaticka,500,4
Porsche,Panamera,159000,1590000,Hybridni,Automaticka,243,7
Dodge,Challenger,9000,1590000,Benzin,Automaticka,362,2
Mazda,Cx 60,0,1591490,Nafta,Automaticka,187,1
Mazda,Cx 60,15,1593490,Hybridni,Automaticka,241,0
Ford,Tourneo Custom,0,1594296,Nafta,Automaticka,125,0
Skoda,Kodiaq,0,1594900,Benzin,Automaticka,195,0
BMW,M5,91907,1595000,Benzin,Manualni,294,25
Jeep,Wrangler,0,1596000,Benzin,Automaticka,200,1
Jeep,Wrangler,24,1597000,Benzin,Automaticka,200,1
Jeep,Wrangler,34,1597000,Benzin,Automaticka,200,1
Mazda,Cx 80,2,1597990,Nafta,Automaticka,187,0
BMW,Rada 4,53400,1598000,Nafta,Automaticka,210,2
Audi,Sq7,47500,1598999,Nafta,Automaticka,320,4
Audi,Sq7,126000,1599000,Nafta,Automaticka,320,5
Volvo,Xc90,55234,1599000,Hybridni,Automaticka,335,3
Volvo,Xc90,13133,1599000,Hybridni,Automaticka,335,2
Volvo,Xc90,24874,1599000,Hybridni,Automaticka,335,2
Audi,Q5,7766,1599000,Nafta,Automaticka,150,1
Land Rover,Range Rover Sport,38147,1599000,Benzin,Automaticka,386,6
Jeep,Gladiator,95,1599000,Nafta,Automaticka,194,3
Volvo,Xc90,25596,1599000,Hybridni,Automaticka,335,2
Jeep,Gladiator,1,1599000,Nafta,Automaticka,194,2
Jeep,Grand Cherokee,7800,1599000,Benzin,Automaticka,266,3
Jeep,Wrangler,10,1599000,Benzin,Automaticka,200,1
Jeep,Wrangler,3,1599000,Benzin,Automaticka,200,1
Dodge,Charger,10277,1599000,Benzin,Automaticka,362,4
Porsche,Cayenne,95378,1599000,Benzin,Automaticka,250,4
BMW,Rada 5,25348,1599000,Nafta,Automaticka,145,1
Audi,Q8 E Tron,43800,1599000,Elektro,Automaticka,300,2
BMW,Rada 3,11800,1599000,Benzin,Automaticka,275,2
Porsche,Taycan,37323,1599000,Elektro,Automaticka,390,3
Land Rover,Range Rover Sport,41650,1599000,Nafta,Automaticka,221,4
Land Rover,Defender,40000,1599000,Nafta,Automaticka,147,2
BMW,X5,56280,1599000,Nafta,Automaticka,250,3
BMW,Rada 5,8197,1599000,Nafta,Automaticka,145,1
BMW,X5,63423,1599000,Nafta,Automaticka,294,5
BMW,X6,99223,1599000,Nafta,Automaticka,294,5
Audi,Q8,73407,1599000,Benzin,Automaticka,250,3
BMW,X6,98616,1599000,Benzin,Automaticka,390,5
BMW,Rada 3,15037,1599000,Nafta,Automaticka,210,1
BMW,I8,74031,1599000,Benzin,Automaticka,275,8
Land Rover,Defender,31000,1599000,Benzin,Automaticka,296,4
Land Rover,Discovery Sport,9900,1599000,Nafta,Automaticka,150,2
Land Rover,Range Rover Velar,39700,1599000,Hybridni,Automaticka,297,4
Land Rover,Range Rover,144495,1599900,Nafta,Automaticka,250,7
BMW,M5,97420,1599900,Benzin,Automaticka,493,6
Porsche,Panamera,72500,1599900,Benzin,Automaticka,338,6
Land Rover,Range Rover Sport,49822,1599900,Benzin,Automaticka,423,7
Volvo,Xc90,34800,1599900,Nafta,Automaticka,173,2
Land Rover,Discovery Sport,3500,1599900,Nafta,Automaticka,150,0
Land Rover,Discovery Sport,9900,1599900,Nafta,Automaticka,150,1
Mazda,Cx 80,5,1599990,Nafta,Automaticka,187,0
Mazda,Cx 80,5,1599990,Hybridni,Automaticka,241,1
Porsche,Cayenne,112000,1599990,Benzin,Automaticka,324,6
Audi,Rs5,34068,1599999,Benzin,Automaticka,331,4
BMW,X7,62964,1599999,Nafta,Automaticka,250,4
Volvo,Xc90,20000,1600000,Hybridni,Automaticka,228,2
Porsche,911,179000,1600000,Benzin,Manualni,150,42
Jeep,Wrangler,10,1600900,Benzin,Automaticka,200,1
Jeep,Wrangler,6000,1604990,Benzin,Automaticka,200,1
Volvo,Xc90,13500,1608000,Nafta,Automaticka,173,1
Jeep,Wrangler,10,1611000,Benzin,Automaticka,200,1
Mazda,Cx 80,5,1615000,Nafta,Automaticka,187,0
Mazda,Cx 80,2,1617990,Nafta,Automaticka,187,0
Mazda,Cx 80,1,1618990,Hybridni,Automaticka,241,0
Mazda,Cx 80,0,1619000,Hybridni,Automaticka,241,0
Mazda,Cx 80,5,1619990,Hybridni,Automaticka,241,0
Mazda,Cx 80,0,1621290,Nafta,Automaticka,187,1
Mazda,Cx 80,25,1621490,Hybridni,Automaticka,241,0
Land Rover,Defender,6800,1625000,Nafta,Automaticka,183,4
Jeep,Wrangler,1,1625000,Benzin,Automaticka,200,1
Audi,A6 Allroad,38608,1628000,Nafta,Automaticka,253,2
BMW,Rada 5,24900,1628000,Nafta,Automaticka,145,1
Dodge,Ram,63000,1629000,Benzin,Automaticka,401,3
Dodge,Durango,150,1629000,Benzin,Automaticka,268,2
Audi,A5,50,1629000,Nafta,Automaticka,150,0
Mazda,Cx 80,100,1629000,Nafta,Automaticka,187,0
Land Rover,Defender,10000,1629900,Nafta,Automaticka,147,1
Jeep,Wrangler,45000,1630000,Benzin,Automaticka,212,2
Dodge,Durango,51144,1632290,Benzin,Automaticka,268,3
Land Rover,Range Rover Velar,32700,1633500,Hybridni,Automaticka,297,3
Jeep,Wagoneer,6750,1633500,Benzin,Automaticka,292,2
Jeep,Wrangler,1,1635000,Benzin,Manualni,200,0
Jeep,Wrangler,0,1638800,Benzin,Automaticka,200,0
Land Rover,Range Rover Velar,37900,1639000,Nafta,Automaticka,221,4
Jeep,Wrangler,8300,1639000,Hybridni,Automaticka,280,2
Volvo,Xc60,0,1639000,Hybridni,Automaticka,257,0
Ford,Mustang,0,1641410,Benzin,Automaticka,328,0
Jeep,Wrangler,0,1643000,Benzin,Automaticka,200,1
Mazda,Cx 80,1,1643990,Nafta,Automaticka,187,0
Jeep,Wrangler,0,1644400,Benzin,Automaticka,200,0
Mazda,Cx 80,1,1647990,Nafta,Automaticka,187,0
Land Rover,Range Rover Velar,0,1648000,Nafta,Automaticka,150,0
Land Rover,Range Rover Velar,0,1648000,Nafta,Automaticka,150,1
BMW,X7,112000,1648376,Nafta,Automaticka,250,4
Audi,Q7,36154,1648999,Nafta,Automaticka,210,2
Audi,Q8 E Tron,30550,1649000,Elektro,Automaticka,250,2
Volvo,Xc90,22875,1649000,Nafta,Automaticka,173,1
Land Rover,Range Rover Velar,0,1649000,Nafta,Automaticka,150,0
BMW,X6,89000,1649000,Nafta,Automaticka,250,3
Audi,S7,48267,1649000,Nafta,Automaticka,257,6
Volvo,Xc90,12021,1649000,Hybridni,Automaticka,335,1
Mazda,Cx 80,0,1649000,Nafta,Automaticka,187,0
Volvo,Xc90,13000,1649000,Nafta,Automaticka,173,1
BMW,X6,89904,1649000,Nafta,Automaticka,250,3
Ford,Bronco,0,1649900,Benzin,Automaticka,246,0
BMW,X5,25935,1649999,Nafta,Automaticka,210,3
Volvo,Xc60,100,1650000,Hybridni,Automaticka,228,1
Mazda,Cx 80,7,1650000,Nafta,Automaticka,187,1
Jeep,Wrangler,30000,1650000,Benzin,Automaticka,211,7
Jeep,Wrangler,10,1653000,Benzin,Automaticka,200,1
Audi,Sq7,99194,1657700,Benzin,Automaticka,373,4
Land Rover,Defender,63000,1657700,Nafta,Automaticka,221,4
Jeep,Wrangler,0,1658800,Benzin,Automaticka,200,0
Land Rover,Range Rover Velar,32607,1659000,Hybridni,Automaticka,297,3
Land Rover,Range Rover Evoque,0,1659000,Nafta,Automaticka,150,0
Land Rover,Discovery,6180,1659000,Nafta,Automaticka,183,2
Land Rover,Range Rover Velar,0,1659241,Nafta,Automaticka,150,0
Jeep,Wrangler,5,1660660,Benzin,Automaticka,200,1
Jeep,Wrangler,5,1661434,Benzin,Automaticka,200,1
Jeep,Grand Cherokee,10,1663750,Benzin,Automaticka,219,2
Land Rover,Range Rover Velar,0,1664528,Nafta,Automaticka,150,0
BMW,Rada 2,0,1668000,Benzin,Automaticka,275,0
Dodge,Ram,10,1668590,Benzin,Automaticka,295,1
Jeep,Wrangler,4500,1668800,Benzin,Automaticka,200,0
BMW,M2,13047,1669000,Benzin,Automaticka,338,2
Land Rover,Range Rover,75000,1670000,Hybridni,Automaticka,297,6
Land Rover,Range Rover Velar,10,1672181,Nafta,Automaticka,150,0
Mazda,Cx 80,1,1672790,Hybridni,Automaticka,241,0
Mazda,Cx 80,0,1672990,Nafta,Automaticka,189,0
Jeep,Wrangler,1,1673899,Benzin,Automaticka,200,1
Jeep,Wrangler,14,1675000,Benzin,Automaticka,200,0
Mazda,Cx 80,0,1676990,Nafta,Automaticka,187,0
Mazda,Cx 80,1,1676990,Nafta,Automaticka,187,0
Mazda,Cx 80,0,1676990,Nafta,Automaticka,189,0
Mazda,Cx 80,1,1678000,Nafta,Automaticka,187,0
BMW,Rada 5,9150,1679000,Nafta,Automaticka,210,1
BMW,X4,22344,1679000,Nafta,Automaticka,210,1
Dodge,Durango,50000,1679998,Benzin,Automaticka,354,4
Porsche,Cayenne,194000,1681900,Benzin,Automaticka,250,6
Dodge,Ram,10,1681900,Benzin,Automaticka,295,1
Jeep,Wrangler,0,1684400,Benzin,Automaticka,200,0
Volvo,Xc60,0,1685000,Hybridni,Automaticka,257,0
Audi,Rs3,6937,1689000,Benzin,Automaticka,294,2
Land Rover,Range Rover Velar,0,1689035,Nafta,Automaticka,150,0
Land Rover,Range Rover Velar,50,1689649,Nafta,Automaticka,150,1
Jeep,Wrangler,1,1689901,Benzin,Automaticka,200,1
Porsche,Taycan,34600,1690000,Elektro,Automaticka,350,2
Dodge,Durango,43016,1690000,Benzin,Automaticka,268,4
Jeep,Grand Cherokee,2456,1692790,Benzin,Automaticka,218,1
Porsche,Panamera,113000,1692790,Benzin,Automaticka,402,8
Land Rover,Defender,0,1692990,Nafta,Automaticka,147,0
Land Rover,Range Rover Velar,0,1693186,Nafta,Automaticka,150,0
Mazda,Cx 80,0,1693990,Nafta,Automaticka,187,1
Land Rover,Defender,10,1693999,Nafta,Automaticka,147,0
Land Rover,Defender,0,1693999,Nafta,Automaticka,147,0
Audi,Rs3,16000,1695000,Benzin,Automaticka,294,2
Mazda,Cx 80,1,1695290,Nafta,Automaticka,187,0
Volvo,Xc60,0,1696000,Hybridni,Automaticka,257,0
Porsche,Taycan,76413,1698000,Elektro,Automaticka,420,4
Land Rover,Range Rover Velar,0,1698288,Nafta,Automaticka,150,0
Jeep,Wrangler,0,1698800,Benzin,Automaticka,200,0
Audi,Q8,31300,1698800,Nafta,Automaticka,210,1
Audi,Q8,26758,1698999,Nafta,Automaticka,210,2
Volvo,Xc90,20296,1699000,Nafta,Automaticka,173,1
Land Rover,Range Rover,120000,1699000,Nafta,Automaticka,250,5
Audi,Q8 E Tron,32960,1699000,Elektro,Automaticka,300,2
Porsche,Taycan,48000,1699000,Elektro,Automaticka,240,2
BMW,X7,58894,1699000,Benzin,Automaticka,390,4
BMW,Rada 8,17930,1699000,Benzin,Automaticka,390,5
Jeep,Grand Cherokee,43260,1699000,Benzin,Automaticka,268,3
Land Rover,Range Rover Evoque,0,1699000,Nafta,Automaticka,150,0
Land Rover,Discovery Sport,0,1699000,Nafta,Automaticka,150,0
BMW,I4,16087,1699000,Elektro,Automaticka,400,1
Porsche,Macan,84000,1699000,Benzin,Automaticka,280,3
Audi,A5,1000,1699000,Nafta,Automaticka,150,0
Audi,Q8,21385,1699000,Nafta,Automaticka,210,2
Jeep,Wrangler,14,1699900,Benzin,Automaticka,200,1
Jeep,Wrangler,1,1699900,Hybridni,Automaticka,280,2
Audi,Q8,41805,1699900,Nafta,Automaticka,210,2
Audi,A7,7570,1699900,Nafta,Automaticka,210,1
Land Rover,Defender,27780,1699900,Nafta,Automaticka,183,2
BMW,X7,61782,1699999,Benzin,Automaticka,250,6
Porsche,Cayenne,65728,1700000,Hybridni,Automaticka,340,5
Land Rover,Defender,97101,1700000,Nafta,Automaticka,221,4
Porsche,Cayenne,47315,1700000,Benzin,Automaticka,250,5
Porsche,Panamera,86651,1700000,Benzin,Automaticka,404,8
Mazda,Cx 80,0,1701990,Nafta,Automaticka,187,1
Jeep,Wrangler,5,1704434,Benzin,Automaticka,200,1
Jeep,Wrangler,10,1704434,Benzin,Automaticka,200,0
Jeep,Wrangler,10,1704434,Benzin,Automaticka,200,1
Mazda,Cx 80,2,1704990,Hybridni,Automaticka,241,0
Mazda,Cx 80,0,1709490,Nafta,Automaticka,187,0
Jeep,Wrangler,5,1713894,Benzin,Automaticka,200,1
Mazda,Cx 80,0,1717490,Nafta,Automaticka,187,0
Mazda,Cx 80,5,1718990,Nafta,Automaticka,187,0
Mazda,Cx 80,6,1718990,Nafta,Automaticka,187,0
Audi,Q8 E Tron,6500,1719000,Elektro,Automaticka,250,2
Porsche,Taycan,35590,1719000,Elektro,Automaticka,240,2
Jeep,Wrangler,1,1719900,Benzin,Automaticka,200,1
Mazda,Cx 80,1,1720000,Nafta,Automaticka,187,0
Volkswagen,Multivan,9,1720850,Benzin,Automaticka,150,0
Jeep,Wrangler,1,1722500,Benzin,Automaticka,200,0
Mazda,Cx 80,2,1726989,Nafta,Automaticka,187,0
Mazda,Cx 80,5,1726990,Nafta,Automaticka,187,0
Audi,Sq8,124999,1728000,Nafta,Automaticka,320,5
Jeep,Wrangler,0,1728800,Benzin,Automaticka,200,0
Land Rover,Range Rover Evoque,0,1729000,Nafta,Automaticka,150,0
Jeep,Wrangler,1,1729899,Benzin,Automaticka,200,1
Dodge,Ram,89975,1730300,Benzin,Automaticka,295,5
Jeep,Wrangler,25,1739900,Hybridni,Automaticka,280,2
Jeep,Wrangler,14,1739900,Hybridni,Automaticka,280,2
Dodge,Ram,15900,1741190,Benzin,Automaticka,295,2
BMW,Rada 3,0,1742000,Hybridni,Automaticka,215,0
Mazda,Cx 80,25,1743290,Hybridni,Automaticka,141,0
Land Rover,Range Rover Velar,0,1745550,Hybridni,Automaticka,297,0
Jeep,Wrangler,154,1748000,Benzin,Automaticka,212,2
Porsche,Panamera,113500,1748000,Nafta,Automaticka,310,9
Volvo,Xc90,26256,1749000,Nafta,Automaticka,173,2
Audi,Q8 E Tron,18620,1749000,Elektro,Automaticka,300,2
Volvo,Xc90,10257,1749000,Hybridni,Automaticka,335,1
Audi,Sq7,90930,1749000,Nafta,Automaticka,320,5
Audi,Q8,19120,1749000,Nafta,Automaticka,210,2
Volvo,Xc60,2000,1749154,Hybridni,Automaticka,293,0
Volvo,Xc90,9900,1749900,Hybridni,Automaticka,335,1
Volvo,Xc90,9500,1750000,Hybridni,Automaticka,335,1
Dodge,Ram,91000,1750000,Benzin,Automaticka,306,5
BMW,X7,120651,1753290,Nafta,Automaticka,250,3
Jeep,Wrangler,0,1758800,Benzin,Automaticka,200,0
Land Rover,Discovery Sport,0,1759000,Nafta,Automaticka,150,0
BMW,X3,12211,1759900,Nafta,Automaticka,250,1
Land Rover,Defender,7900,1759900,Nafta,Automaticka,147,1
Ford,Ranger,10,1760000,Benzin,Automaticka,215,0
Land Rover,Range Rover Evoque,15,1767152,Hybridni,Automaticka,199,0
Porsche,Taycan,80500,1769000,Elektro,Automaticka,280,3
Land Rover,Defender,0,1769728,Nafta,Automaticka,147,0
Porsche,Panamera,67268,1769999,Benzin,Automaticka,404,9
Hyundai,Ioniq 5,15,1771890,Elektro,Automaticka,478,0
Land Rover,Range Rover Velar,19000,1778700,Nafta,Automaticka,221,2
Jeep,Wrangler,0,1778800,Benzin,Automaticka,200,0
Land Rover,Discovery Sport,0,1779000,Nafta,Automaticka,150,0
Porsche,Panamera,78000,1780000,Benzin,Automaticka,324,7
Land Rover,Range Rover Velar,26000,1780764,Nafta,Automaticka,221,2
Audi,Q8,50500,1785000,Nafta,Automaticka,210,4
Ford,Ranger,22,1785500,Benzin,Automaticka,215,0
Audi,Q8 E Tron,5500,1789000,Elektro,Automaticka,300,1
Land Rover,Defender,0,1789000,Nafta,Automaticka,147,0
Volvo,Xc90,7,1790000,Nafta,Automaticka,173,2
Porsche,Panamera,161450,1790000,Benzin,Automaticka,353,4
BMW,M4,28500,1790000,Benzin,Automaticka,375,3
Porsche,Panamera,133000,1790000,Nafta,Automaticka,310,9
Land Rover,Defender,60300,1790000,Benzin,Automaticka,294,3
Land Rover,Range Rover Velar,0,1797506,Nafta,Automaticka,150,0
BMW,Rada 3,9706,1799000,Nafta,Automaticka,250,1
BMW,X5,69586,1799000,Benzin,Automaticka,390,3
Land Rover,Defender,22463,1799000,Benzin,Automaticka,294,3
Land Rover,Range Rover Velar,13965,1799000,Nafta,Automaticka,221,1
Audi,Q8,35000,1799000,Nafta,Automaticka,210,2
Land Rover,Range Rover Velar,28000,1799000,Nafta,Automaticka,221,2
Land Rover,Range Rover Velar,19280,1799000,Hybridni,Automaticka,297,2
Land Rover,Defender,18181,1799000,Nafta,Automaticka,183,1
BMW,Rada 3,6060,1799000,Benzin,Automaticka,275,1
Volvo,Xc90,18200,1799000,Nafta,Automaticka,173,2
Volvo,Xc90,22859,1799000,Hybridni,Automaticka,335,1
BMW,M5,45400,1799000,Benzin,Automaticka,460,6
BMW,X4,12954,1799000,Benzin,Automaticka,285,1
BMW,X6,57000,1799000,Nafta,Automaticka,210,3
Porsche,Cayenne,138700,1799900,Benzin,Automaticka,404,7
Porsche,911,30800,1799999,Benzin,Manualni,239,16
Porsche,Panamera,175500,1799999,Benzin,Automaticka,404,8
Land Rover,Defender,0,1804200,Nafta,Automaticka,147,0
Porsche,911,83900,1813790,Benzin,Automaticka,316,12
Dodge,Ram,56,1813790,Benzin,Automaticka,310,0
Dodge,Challenger,1,1813790,Benzin,Automaticka,362,1
Volvo,Xc90,0,1815210,Benzin,Automaticka,184,0
Volvo,Xc60,0,1819000,Hybridni,Automaticka,186,0
Audi,A5,7500,1819000,Nafta,Automaticka,150,1
Land Rover,Defender,0,1819482,Nafta,Automaticka,147,0
Porsche,Cayenne,65000,1820000,Benzin,Automaticka,250,5
Land Rover,Range Rover Velar,0,1826442,Nafta,Automaticka,150,0
Porsche,Boxster,14650,1829000,Benzin,Automaticka,220,2
Land Rover,Range Rover Velar,1000,1836661,Nafta,Automaticka,150,0
Land Rover,Discovery,20,1837426,Nafta,Automaticka,184,1
Dodge,Challenger,1,1837990,Benzin,Automaticka,362,1
Dodge,Challenger,18,1839200,Benzin,Automaticka,362,1
Audi,Sq7,44850,1848000,Benzin,Automaticka,373,4
BMW,X7,112000,1849000,Nafta,Automaticka,250,3
Land Rover,Defender,10,1849607,Nafta,Automaticka,147,0
Jeep,Grand Cherokee,34500,1849900,Benzin,Automaticka,216,4
Land Rover,Defender,7500,1849900,Nafta,Automaticka,147,1
Porsche,Cayenne,77060,1850000,Hybridni,Automaticka,340,4
Porsche,Taycan,32292,1850000,Elektro,Automaticka,280,2
Dodge,Durango,57000,1850000,Benzin,Automaticka,354,3
Dodge,Challenger,1,1850090,Benzin,Automaticka,362,1
Land Rover,Defender,20,1855000,Nafta,Automaticka,147,0
Ford,Ranger,0,1857330,Nafta,Automaticka,176,0
Land Rover,Range Rover,151000,1869000,Benzin,Automaticka,294,5
Porsche,911,117960,1869999,Benzin,Automaticka,294,13
Land Rover,Discovery,10,1870231,Nafta,Automaticka,183,0
Land Rover,Range Rover Velar,21900,1873000,Nafta,Automaticka,221,1
Dodge,Challenger,0,1874287,Benzin,Automaticka,356,1
Dodge,Ram,1,1874290,Benzin,Automaticka,313,0
Jeep,Grand Cherokee,1,1874290,Benzin,Automaticka,218,1
Dodge,Challenger,10,1874290,Benzin,Automaticka,362,1
Land Rover,Range Rover Velar,0,1877546,Nafta,Automaticka,150,0
Land Rover,Range Rover Velar,0,1879000,Hybridni,Automaticka,297,0
Audi,Q5,200,1879000,Nafta,Automaticka,150,0
Porsche,Panamera,89000,1880000,Hybridni,Automaticka,340,6
Ford,Mustang,10,1881760,Benzin,Automaticka,334,0
Land Rover,Defender,150,1887359,Nafta,Automaticka,147,0
Land Rover,Range Rover Evoque,0,1889000,Hybridni,Automaticka,269,0
Land Rover,Range Rover Evoque,0,1889000,Hybridni,Automaticka,198,0
Porsche,Panamera,97000,1890000,Benzin,Automaticka,338,6
Porsche,Boxster,20388,1890000,Benzin,Automaticka,220,1
Land Rover,Range Rover Velar,0,1896800,Hybridni,Automaticka,297,0
Dodge,Ram,1,1898490,Benzin,Automaticka,313,0
BMW,M2,3921,1899000,Benzin,Automaticka,331,4
Volvo,Xc60,0,1899000,Hybridni,Automaticka,257,0
Audi,Rs3,19,1899000,Benzin,Automaticka,294,0
BMW,X6,22877,1899000,Nafta,Automaticka,210,2
BMW,X5,56409,1899000,Benzin,Automaticka,245,4
Audi,Q5,200,1899000,Nafta,Automaticka,150,0
Porsche,Taycan,32000,1899000,Elektro,Automaticka,390,3
Land Rover,Range Rover Evoque,0,1899000,Nafta,Automaticka,147,0
Audi,Q7,44500,1899000,Nafta,Automaticka,210,2
Audi,E Tron Gt,13861,1899000,Elektro,Automaticka,440,4
Porsche,Taycan,41007,1899000,Elektro,Automaticka,420,2
Porsche,Panamera,54200,1899000,Nafta,Automaticka,310,8
Porsche,Panamera,117058,1899000,Benzin,Automaticka,338,6
Audi,A6,13,1899000,Nafta,Automaticka,210,0
Land Rover,Range Rover Velar,0,1899000,Hybridni,Automaticka,297,0
Dodge,Charger,10938,1899700,Benzin,Automaticka,362,2
Land Rover,Defender,0,1899806,Nafta,Automaticka,184,0
Land Rover,Defender,17960,1899900,Nafta,Automaticka,221,3
Land Rover,Defender,7200,1899900,Nafta,Automaticka,183,1
Land Rover,Defender,0,1899900,Nafta,Automaticka,147,0
Jeep,Wrangler,21600,1899900,Benzin,Automaticka,213,3
Dodge,Challenger,1,1899900,Benzin,Automaticka,362,0
Audi,A6 Avant,1,1899900,Nafta,Automaticka,210,0
Land Rover,Defender,0,1901900,Nafta,Automaticka,147,0
Dodge,Ram,1,1910590,Benzin,Automaticka,313,0
Dodge,Ram,1,1911800,Benzin,Automaticka,313,0
Land Rover,Discovery,0,1913638,Nafta,Automaticka,184,0
Land Rover,Discovery,0,1917987,Nafta,Automaticka,184,0
Porsche,Panamera,120000,1920000,Benzin,Automaticka,324,6
Porsche,Cayman,12100,1920000,Benzin,Automaticka,220,3
Land Rover,Defender,0,1920299,Nafta,Automaticka,147,0
Dodge,Durango,1,1923900,Benzin,Automaticka,268,1
Dodge,Durango,25,1923900,Benzin,Automaticka,268,1
Land Rover,Defender,0,1926760,Nafta,Automaticka,147,0
Land Rover,Discovery,16400,1928000,Nafta,Automaticka,221,2
Jeep,Wrangler,1,1928800,Hybridni,Automaticka,200,0
Land Rover,Defender,0,1929000,Nafta,Automaticka,147,0
Audi,Rs Q3,36,1929000,Benzin,Automaticka,294,2
Land Rover,Defender,10000,1929900,Nafta,Automaticka,184,1
Jeep,Wrangler,5,1930730,Hybridni,Automaticka,280,0
Land Rover,Range Rover Velar,0,1933064,Nafta,Automaticka,150,0
Land Rover,Defender,0,1934025,Nafta,Automaticka,183,0
Jeep,Grand Cherokee,1,1934790,Benzin,Automaticka,218,1
Jeep,Grand Cherokee,22500,1934790,Benzin,Automaticka,262,3
Dodge,Ram,1,1934790,Benzin,Automaticka,313,0
Dodge,Ram,4500,1934790,Benzin,Automaticka,310,0
Dodge,Charger,1,1934790,Benzin,Automaticka,362,1
Dodge,Ram,1,1934790,Benzin,Automaticka,286,1
Land Rover,Defender,0,1935975,Nafta,Automaticka,147,0
Dodge,Ram,20000,1936000,Benzin,Automaticka,295,1
Land Rover,Range Rover Velar,0,1936527,Nafta,Automaticka,150,0
Kia,Ev9,0,1937900,Elektro,Automaticka,283,1
Audi,Q7,55490,1939000,Nafta,Automaticka,210,2
Porsche,Taycan,30000,1949000,Elektro,Automaticka,420,2
Land Rover,Range Rover,110000,1949000,Nafta,Automaticka,258,4
Land Rover,Defender,14428,1949900,Benzin,Automaticka,294,2
Audi,A6 Allroad,9980,1949900,Nafta,Automaticka,210,1
Audi,Sq7,92300,1949900,Nafta,Automaticka,320,5
Porsche,911,126000,1949999,Benzin,Automaticka,294,12
