Značka,Model,Najeté km,Cena,Palivo,Převodovka,Výkon (kW),Stari
Jeep,Grand Cherokee,25000,1949999,Benzin,Automaticka,344,6
Dodge,Ram,50,1950000,Benzin,Automaticka,313,0
Dodge,Durango,50,1950000,Benzin,Automaticka,268,0
Audi,Rs6,61000,1950000,Benzin,Automaticka,441,5
Land Rover,Range Rover Velar,0,1957571,Nafta,Automaticka,150,0
Jeep,Wrangler,1,1958800,Hybridni,Automaticka,200,0
Jeep,Wrangler,5,1959280,Hybridni,Automaticka,280,0
Dodge,Durango,1,1959900,Benzin,Automaticka,268,0
Porsche,Macan,68544,1960200,Benzin,Automaticka,280,4
Dodge,Charger,18632,1965040,Benzin,Automaticka,527,4
Land Rover,Defender,0,1969000,Nafta,Automaticka,147,0
Porsche,Cayenne,66000,1969000,Benzin,Automaticka,324,5
Porsche,Panamera,36643,1972300,Hybridni,Automaticka,324,5
Volvo,Xc90,0,1975590,Benzin,Automaticka,184,0
Land Rover,Defender,10,1977600,Nafta,Automaticka,147,0
Land Rover,Discovery,17500,1980000,Nafta,Automaticka,221,1
Jeep,Grand Cherokee,54500,1980000,Benzin,Automaticka,522,6
Dodge,Ram,1,1983190,Benzin,Automaticka,290,1
Dodge,Ram,1,1983190,Benzin,Automaticka,286,1
Jeep,Grand Cherokee,0,1984400,Hybridni,Automaticka,200,0
Dodge,Durango,47,1984400,Benzin,Automaticka,268,1
Porsche,911,114624,1988000,Benzin,Manualni,257,13
Jeep,Grand Cherokee,0,1988000,Hybridni,Automaticka,200,1
Volvo,Xc90,0,1989000,Hybridni,Automaticka,335,0
Land Rover,Discovery,13311,1989900,Nafta,Automaticka,184,1
Land Rover,Defender,29136,1990000,Nafta,Automaticka,221,2
Porsche,Panamera,56400,1990000,Benzin,Automaticka,338,6
Porsche,Boxster,11100,1990000,Benzin,Automaticka,257,1
Porsche,Panamera,99000,1990000,Benzin,Automaticka,338,6
Porsche,911,92800,1990000,Benzin,Manualni,294,13
Audi,Q8,33500,1990000,Benzin,Automaticka,250,3
Dodge,Durango,2,1990000,Benzin,Automaticka,268,1
Porsche,Cayenne,42800,1990000,Hybridni,Automaticka,250,4
Dodge,Challenger,17000,1993000,Benzin,Automaticka,535,3
Porsche,Macan,0,1995000,Elektro,Automaticka,250,1
Jeep,Grand Cherokee,1,1995290,Benzin,Automaticka,218,1
Dodge,Ram,1,1995290,Benzin,Automaticka,313,0
Dodge,Ram,1,1995290,Benzin,Automaticka,286,1
Dodge,Ram,1,1995290,Benzin,Automaticka,290,1
Dodge,Ram,12,1998920,Benzin,Automaticka,295,1
Porsche,Taycan,19950,1999000,Elektro,Automaticka,240,2
Audi,Q8,1000,1999000,Nafta,Automaticka,210,1
Audi,Rs6,120906,1999000,Benzin,Automaticka,441,5
BMW,M3,51635,1999000,Benzin,Automaticka,375,3
Land Rover,Discovery,14000,1999000,Nafta,Automaticka,184,1
BMW,X7,119000,1999000,Nafta,Automaticka,250,2
BMW,X3,7083,1999000,Nafta,Automaticka,210,1
Porsche,Panamera,54100,1999000,Benzin,Automaticka,324,5
Land Rover,Range Rover Sport,55000,1999000,Benzin,Automaticka,386,6
Land Rover,Range Rover Velar,18000,1999900,Nafta,Automaticka,221,1
Volvo,Xc90,0,1999900,Hybridni,Automaticka,335,0
Audi,A6 Allroad,10,1999900,Nafta,Automaticka,210,1
Porsche,Panamera,80000,1999900,Hybridni,Automaticka,343,6
Porsche,Macan,83850,1999990,Benzin,Automaticka,324,2
Land Rover,Range Rover Velar,0,1999990,Hybridni,Automaticka,297,0
BMW,Rada 8,146800,1999999,Benzin,Manualni,280,33
Land Rover,Defender,55000,1999999,Nafta,Automaticka,221,2
Porsche,Panamera,79000,1999999,Benzin,Automaticka,324,6
BMW,Rada 3,0,2016000,Benzin,Automaticka,275,0
Volvo,Xc90,0,2025000,Hybridni,Automaticka,335,0
Porsche,Cayenne,62230,2032798,Hybridni,Automaticka,250,4
Audi,A7,10,2036156,Nafta,Automaticka,210,0
Land Rover,Defender,20,2037149,Nafta,Automaticka,147,0
Volvo,Xc90,0,2039000,Benzin,Automaticka,184,0
Volvo,Xc90,0,2039000,Benzin,Automaticka,184,1
Land Rover,Range Rover,137000,2042000,Nafta,Automaticka,258,3
Porsche,Macan,37532,2044900,Benzin,Automaticka,280,2
Land Rover,Discovery,10600,2045929,Nafta,Automaticka,221,2
Porsche,Cayenne,102437,2049000,Benzin,Automaticka,404,6
Porsche,Cayenne,29992,2049000,Benzin,Automaticka,250,3
BMW,M3,36880,2049000,Benzin,Automaticka,375,3
Audi,Q7,0,2049000,Nafta,Automaticka,210,0
Porsche,Panamera,62100,2049900,Hybridni,Automaticka,340,5
Dodge,Ram,50,2050000,Benzin,Automaticka,313,1
Porsche,911,113000,2050000,Benzin,Manualni,353,17
Jeep,Grand Cherokee,9500,2050345,Benzin,Automaticka,216,2
Dodge,Durango,1,2055790,Benzin,Automaticka,268,1
Dodge,Durango,54,2055790,Benzin,Automaticka,268,1
Dodge,Durango,150,2055790,Benzin,Automaticka,265,1
Dodge,Charger,1,2055790,Benzin,Automaticka,362,1
Dodge,Durango,10,2055790,Benzin,Automaticka,268,1
Dodge,Challenger,1,2055790,Benzin,Automaticka,362,1
Dodge,Ram,1,2055790,Benzin,Automaticka,313,0
Jeep,Grand Cherokee,0,2057000,Hybridni,Automaticka,200,1
Jeep,Wrangler,75300,2058800,Benzin,Automaticka,347,3
BMW,M2,18500,2059999,Benzin,Automaticka,410,2
Porsche,Panamera,84389,2060000,Benzin,Automaticka,243,3
Land Rover,Defender,0,2061197,Nafta,Automaticka,183,0
Land Rover,Defender,0,2066179,Nafta,Automaticka,183,0
Dodge,Challenger,1,2066600,Benzin,Automaticka,362,1
Dodge,Ram,10,2079990,Benzin,Automaticka,295,1
Jeep,Grand Cherokee,14,2080000,Hybridni,Automaticka,200,1
BMW,Rada 8,12900,2090000,Benzin,Automaticka,390,4
Porsche,Cayenne,102900,2090000,Benzin,Automaticka,404,7
Volvo,Xc90,0,2090687,Hybridni,Automaticka,228,0
Porsche,Macan,29263,2099000,Benzin,Automaticka,324,3
Porsche,Taycan,56670,2099000,Elektro,Automaticka,420,3
Porsche,Cayenne,29300,2099000,Hybridni,Automaticka,340,3
BMW,M4,21007,2099000,Benzin,Automaticka,375,2
Audi,Rs6,111880,2099000,Benzin,Automaticka,441,4
Porsche,Panamera,49947,2099400,Benzin,Automaticka,404,6
Porsche,911,53800,2099900,Benzin,Automaticka,272,9
Land Rover,Range Rover Velar,8439,2099900,Nafta,Automaticka,221,1
Audi,A6 Allroad,1,2099900,Nafta,Automaticka,210,1
Land Rover,Range Rover Velar,4500,2099900,Nafta,Automaticka,221,1
Audi,Q8,18565,2099900,Nafta,Automaticka,210,1
Dodge,Challenger,50,2100000,Benzin,Automaticka,362,2
Porsche,Panamera,52650,2100000,Benzin,Automaticka,324,4
Dodge,Challenger,50,2100000,Benzin,Automaticka,362,0
Porsche,Panamera,28230,2100000,Benzin,Automaticka,324,7
Jeep,Grand Cherokee,1,2116290,Benzin,Automaticka,218,2
Dodge,Challenger,21,2116290,Benzin,Automaticka,362,0
Dodge,Durango,1,2116290,Benzin,Automaticka,268,1
Dodge,Challenger,1,2116290,Benzin,Automaticka,362,1
Dodge,Challenger,20,2116290,Benzin,Automaticka,362,1
Jeep,Grand Cherokee,1,2127900,Hybridni,Automaticka,280,1
Dodge,Ram,1,2128390,Benzin,Automaticka,295,3
Volvo,Xc90,0,2129000,Hybridni,Automaticka,335,0
BMW,X7,70337,2129000,Nafta,Automaticka,250,3
Dodge,Durango,150,2129600,Benzin,Automaticka,265,1
Dodge,Durango,49,2129600,Benzin,Automaticka,268,1
Land Rover,Range Rover Velar,0,2134456,Nafta,Automaticka,221,0
Land Rover,Defender,0,2134900,Nafta,Automaticka,183,0
Jeep,Grand Cherokee,30,2140000,Hybridni,Automaticka,279,1
Dodge,Ram,30,2141700,Benzin,Automaticka,295,1
Porsche,911,90211,2148000,Benzin,Automaticka,294,13
Land Rover,Discovery,126,2148000,Nafta,Automaticka,221,2
Audi,Ostatni,84477,2148000,Benzin,Automaticka,441,5
Land Rover,Range Rover Velar,0,2149000,Nafta,Automaticka,221,0
Porsche,Macan,33050,2149000,Benzin,Automaticka,324,2
BMW,M3,6115,2149000,Benzin,Automaticka,375,2
Jeep,Grand Cherokee,0,2149000,Hybridni,Automaticka,280,1
Land Rover,Range Rover Velar,3500,2149900,Nafta,Automaticka,221,1
Audi,E Tron Gt,1170,2149900,Elektro,Automaticka,440,3
Land Rover,Defender,8500,2149900,Nafta,Automaticka,183,1
BMW,X5,25000,2158000,Nafta,Automaticka,210,1
Jeep,Grand Cherokee,3000,2158800,Hybridni,Automaticka,280,1
Land Rover,Range Rover Velar,0,2159000,Nafta,Automaticka,221,0
Jeep,Grand Cherokee,0,2162900,Hybridni,Automaticka,280,0
Land Rover,Defender,10,2163686,Nafta,Automaticka,147,0
BMW,X5,22030,2169000,Nafta,Automaticka,210,1
Dodge,Ram,92,2176788,Benzin,Automaticka,295,1
Dodge,Ram,20,2176789,Benzin,Automaticka,295,1
Jeep,Gladiator,1,2176790,Benzin,Automaticka,209,1
Audi,Q8,30000,2176790,Nafta,Automaticka,210,2
BMW,Rada 5,19800,2179000,Hybridni,Automaticka,360,1
BMW,Rada 7,49500,2179000,Nafta,Automaticka,220,2
Porsche,911,93500,2180000,Benzin,Automaticka,294,13
Volvo,Xc90,0,2185000,Hybridni,Automaticka,335,0
Audi,Q8,18000,2190000,Nafta,Automaticka,210,1
Land Rover,Defender,0,2195738,Nafta,Automaticka,183,0
Porsche,Cayenne,12200,2198000,Hybridni,Automaticka,340,2
Audi,Q7,12,2199000,Nafta,Automaticka,210,1
Audi,Q8,1000,2199000,Nafta,Automaticka,210,1
Audi,Rs6,84227,2199000,Benzin,Automaticka,441,4
Jeep,Gladiator,2,2199000,Benzin,Automaticka,211,2
Porsche,Cayenne,45500,2199000,Benzin,Automaticka,340,3
BMW,X6,34262,2199000,Benzin,Automaticka,460,5
Land Rover,Discovery,15000,2199000,Nafta,Automaticka,221,2
Porsche,Cayenne,40500,2199000,Hybridni,Automaticka,340,2
Land Rover,Range Rover,136000,2199000,Benzin,Automaticka,386,3
Audi,S5,1,2199900,Benzin,Automaticka,270,0
Land Rover,Defender,8500,2199900,Nafta,Automaticka,183,1
Dodge,Durango,50,2200000,Benzin,Automaticka,268,0
Dodge,Durango,50,2200000,Benzin,Automaticka,268,1
Land Rover,Defender,0,2202797,Nafta,Automaticka,183,0
Land Rover,Range Rover Velar,10,2208076,Nafta,Automaticka,221,0
Porsche,Cayman,32900,2215000,Benzin,Manualni,309,5
Volvo,Xc90,7,2218900,Hybridni,Automaticka,335,0
Land Rover,Defender,10,2226637,Nafta,Automaticka,147,0
Jeep,Grand Cherokee,4000,2230000,Hybridni,Automaticka,280,1
Jeep,Wrangler,1,2237290,Benzin,Automaticka,201,1
Jeep,Wrangler,1,2237290,Benzin,Automaticka,213,1
Dodge,Ram,1,2237290,Benzin,Automaticka,291,3
Porsche,Panamera,46145,2239900,Benzin,Automaticka,338,6
Dodge,Durango,1,2243945,Benzin,Automaticka,268,1
Jeep,Grand Cherokee,0,2246000,Hybridni,Automaticka,200,1
Land Rover,Range Rover Velar,1000,2246957,Nafta,Automaticka,221,0
Audi,Q8,1000,2249000,Nafta,Automaticka,210,1
Audi,Q8,7272,2249000,Nafta,Automaticka,210,1
Land Rover,Discovery,9065,2249000,Nafta,Automaticka,220,1
Land Rover,Defender,0,2249000,Nafta,Automaticka,184,0
Porsche,Panamera,54154,2249000,Benzin,Automaticka,404,6
Jeep,Grand Cherokee,50,2249900,Hybridni,Automaticka,280,0
Jeep,Grand Cherokee,0,2249900,Hybridni,Automaticka,280,0
Jeep,Grand Cherokee,10,2249900,Hybridni,Automaticka,280,0
Land Rover,Range Rover,83000,2250000,Nafta,Automaticka,250,4
Nissan,Gt R,103600,2250000,Benzin,Automaticka,390,13
Porsche,Cayenne,33300,2250000,Benzin,Automaticka,324,4
Porsche,Taycan,8000,2250000,Elektro,Automaticka,360,1
Porsche,911,104120,2250000,Benzin,Automaticka,309,9
Audi,Rs6,66827,2250000,Benzin,Automaticka,441,5
Land Rover,Defender,0,2269000,Nafta,Automaticka,183,0
Porsche,Cayenne,74340,2277000,Benzin,Automaticka,404,6
Land Rover,Defender,0,2279000,Nafta,Automaticka,183,0
Audi,Q7,9,2288725,Nafta,Automaticka,210,0
Land Rover,Discovery,0,2289000,Nafta,Automaticka,183,0
Porsche,Macan,7000,2290000,Elektro,Automaticka,300,1
Dodge,Ram,26,2297788,Benzin,Automaticka,295,1
Dodge,Ram,10,2297790,Benzin,Automaticka,295,0
Dodge,Ram,500,2297790,Benzin,Automaticka,295,1
Jeep,Wrangler,1,2297790,Benzin,Automaticka,213,1
Land Rover,Defender,8556,2297790,Nafta,Automaticka,221,1
Dodge,Ram,20,2297790,Benzin,Automaticka,295,1
Dodge,Ram,100,2297790,Benzin,Automaticka,295,1
Dodge,Ram,25,2297790,Benzin,Automaticka,295,1
Land Rover,Defender,9000,2298000,Nafta,Automaticka,221,1
BMW,I8,26200,2299000,Hybridni,Automaticka,275,5
Dodge,Challenger,1387,2299000,Benzin,Automaticka,535,3
BMW,X5,26500,2299000,Benzin,Automaticka,441,3
Audi,Q7,1000,2299000,Nafta,Automaticka,210,0
Land Rover,Range Rover Velar,50,2299000,Nafta,Automaticka,221,1
BMW,X5,23161,2299000,Benzin,Automaticka,280,1
BMW,Rada 8,19300,2299000,Benzin,Automaticka,390,2
Jeep,Grand Cherokee,4000,2299000,Benzin,Automaticka,268,3
Land Rover,Defender,20,2299000,Nafta,Automaticka,184,0
Jeep,Grand Cherokee,1000,2299000,Benzin,Automaticka,200,1
BMW,Rada 7,75000,2299000,Nafta,Automaticka,220,2
Audi,Q7,11,2299424,Nafta,Automaticka,210,0
Audi,S6,1,2299900,Nafta,Automaticka,253,1
Dodge,Durango,12000,2299998,Benzin,Automaticka,529,2
Porsche,911,82500,2300000,Benzin,Automaticka,309,9
Jeep,Grand Cherokee,0,2323000,Hybridni,Automaticka,200,0
Audi,Q7,9,2330308,Nafta,Automaticka,210,0
Audi,Q8,8000,2339000,Nafta,Automaticka,210,1
Porsche,Panamera,67800,2340000,Benzin,Automaticka,404,7
Audi,Q7,0,2349000,Nafta,Automaticka,210,0
Jeep,Grand Cherokee,2,2349000,Benzin,Automaticka,214,1
Land Rover,Range Rover Velar,9900,2349000,Nafta,Automaticka,221,1
Porsche,Taycan,17000,2350000,Elektro,Automaticka,320,1
Porsche,911,37308,2350000,Benzin,Automaticka,289,15
Porsche,911,83760,2350000,Benzin,Manualni,257,12
Land Rover,Defender,0,2356237,Nafta,Automaticka,183,0
Land Rover,Range Rover Sport,10,2357080,Nafta,Automaticka,183,0
Jeep,Wrangler,3000,2359500,Benzin,Automaticka,350,3
Audi,Q8,13,2365998,Nafta,Automaticka,210,0
Land Rover,Defender,0,2369000,Nafta,Automaticka,221,0
Dodge,Ram,1,2370390,Benzin,Automaticka,291,2
Jeep,Grand Cherokee,0,2370900,Hybridni,Automaticka,200,1
Jeep,Grand Cherokee,1,2375500,Hybridni,Automaticka,206,1
Jeep,Grand Cherokee,1,2375500,Hybridni,Automaticka,280,1
Land Rover,Range Rover Sport,0,2379000,Nafta,Automaticka,183,0
Land Rover,Range Rover Velar,0,2379000,Nafta,Automaticka,221,0
Land Rover,Range Rover Sport,0,2389000,Nafta,Automaticka,183,0
Porsche,Panamera,67000,2390000,Hybridni,Automaticka,340,5
BMW,X7,61420,2395000,Benzin,Automaticka,280,2
Porsche,Macan,3903,2398000,Elektro,Automaticka,300,1
BMW,X7,49400,2398000,Nafta,Automaticka,250,2
Audi,Q7,98,2399000,Nafta,Automaticka,210,1
BMW,M5,43509,2399000,Benzin,Automaticka,466,2
Audi,Q8,21101,2399000,Nafta,Automaticka,210,2
Land Rover,Range Rover Sport,0,2399000,Nafta,Automaticka,183,0
Land Rover,Defender,11500,2399900,Nafta,Automaticka,221,1
BMW,M3,12721,2399900,Benzin,Automaticka,375,1
Jeep,Grand Cherokee,1,2399900,Hybridni,Automaticka,279,1
Audi,Q8,1,2399900,Nafta,Automaticka,210,0
Audi,A6 Allroad,1,2399900,Nafta,Automaticka,253,0
Jeep,Grand Cherokee,3,2399990,Hybridni,Automaticka,280,1
Jeep,Grand Cherokee,10,2399999,Benzin,Automaticka,200,0
Land Rover,Defender,41300,2400000,Nafta,Manualni,90,10
Land Rover,Discovery,0,2407677,Nafta,Automaticka,257,0
Porsche,Panamera,72000,2407900,Benzin,Automaticka,404,5
Land Rover,Range Rover Sport,0,2407900,Nafta,Automaticka,183,0
Jeep,Grand Cherokee,5,2407900,Benzin,Automaticka,219,0
Jeep,Grand Cherokee,1,2409900,Hybridni,Automaticka,280,1
Jeep,Grand Cherokee,1,2411999,Hybridni,Automaticka,280,1
Jeep,Grand Cherokee,1,2412000,Hybridni,Automaticka,206,1
Jeep,Grand Cherokee,1,2412000,Hybridni,Automaticka,280,1
Dodge,Ram,1,2418790,Benzin,Automaticka,291,1
Land Rover,Range Rover Sport,10,2418790,Nafta,Automaticka,183,0
Porsche,Macan,18548,2418890,Benzin,Automaticka,324,2
Land Rover,Range Rover,55325,2420000,Nafta,Automaticka,221,4
BMW,X5,15000,2420000,Hybridni,Automaticka,360,0
Jeep,Grand Cherokee,10,2428800,Hybridni,Automaticka,280,1
Land Rover,Defender,0,2429000,Nafta,Automaticka,221,0
Volvo,Xc90,0,2429000,Hybridni,Automaticka,335,0
Dodge,Ram,1,2430890,Benzin,Automaticka,291,1
Land Rover,Discovery,0,2435576,Nafta,Automaticka,257,0
Jeep,Grand Cherokee,5,2440900,Hybridni,Automaticka,279,1
Jeep,Grand Cherokee,1,2440900,Hybridni,Automaticka,279,1
Dodge,Challenger,1,2442990,Benzin,Automaticka,527,1
Porsche,911,29000,2444444,Benzin,Automaticka,272,7
Jeep,Grand Cherokee,1,2448800,Benzin,Automaticka,214,1
Jeep,Grand Cherokee,0,2449000,Hybridni,Automaticka,280,1
Porsche,Cayenne,19000,2449000,Hybridni,Automaticka,340,4
BMW,M3,9195,2449000,Benzin,Automaticka,375,1
Audi,Q8,1000,2449000,Nafta,Automaticka,210,0
Land Rover,Defender,9300,2449900,Nafta,Automaticka,221,1
BMW,X7,23790,2449900,Nafta,Automaticka,250,1
Jeep,Grand Cherokee,121,2450000,Benzin,Automaticka,216,1
Porsche,Cayenne,35000,2450000,Benzin,Automaticka,338,3
Porsche,911,132000,2450000,Benzin,Automaticka,331,6
Dodge,Ram,1,2455090,Benzin,Automaticka,291,1
Land Rover,Defender,0,2460554,Nafta,Automaticka,183,0
Land Rover,Defender,20,2465000,Nafta,Automaticka,221,1
Land Rover,Defender,1500,2467058,Nafta,Automaticka,221,0
BMW,Rada 7,19500,2476000,Nafta,Automaticka,220,1
Jeep,Grand Cherokee,1,2479290,Benzin,Automaticka,266,1
Land Rover,Defender,0,2481812,Nafta,Automaticka,183,0
Land Rover,Range Rover Sport,30000,2490000,Nafta,Automaticka,221,1
Porsche,Macan,4843,2490000,Elektro,Automaticka,300,1
Dodge,Challenger,470,2490000,Benzin,Automaticka,535,1
Porsche,Cayenne,92750,2490000,Benzin,Automaticka,404,3
Porsche,911,41000,2490000,Benzin,Manualni,272,7
Porsche,Macan,10000,2490000,Elektro,Automaticka,380,0
Porsche,Taycan,14500,2495000,Elektro,Automaticka,420,2
BMW,Rada 7,26300,2498000,Nafta,Automaticka,220,1
Porsche,Cayenne,66000,2498000,Benzin,Automaticka,338,4
BMW,X5,24800,2498000,Benzin,Automaticka,390,1
Dodge,Ram,19,2498650,Benzin,Automaticka,306,1
Jeep,Wrangler,1,2498800,Benzin,Automaticka,213,0
Jeep,Grand Cherokee,1,2498800,Benzin,Automaticka,214,0
Porsche,Panamera,82000,2499000,Benzin,Automaticka,404,8
Audi,Sq5,137,2499000,Nafta,Automaticka,251,0
Land Rover,Range Rover Sport,49872,2499000,Nafta,Automaticka,258,2
BMW,M4,5261,2499000,Benzin,Automaticka,375,2
Porsche,911,9718,2499000,Benzin,Automaticka,257,10
Land Rover,Range Rover Velar,9900,2499000,Nafta,Automaticka,221,1
BMW,X7,35220,2499000,Benzin,Automaticka,280,2
Land Rover,Range Rover Sport,15267,2499000,Benzin,Automaticka,293,2
Land Rover,Defender,72615,2499000,Nafta,Automaticka,90,14
Land Rover,Range Rover Velar,0,2499000,Nafta,Automaticka,221,0
Land Rover,Defender,87100,2499255,Benzin,Automaticka,386,4
Audi,S7,1,2499900,Nafta,Automaticka,253,1
Land Rover,Range Rover Sport,6500,2499900,Nafta,Automaticka,221,1
Land Rover,Defender,23000,2499990,Nafta,Automaticka,221,2
Dodge,Ram,50,2500000,Benzin,Automaticka,313,0
Jeep,Wrangler,1,2503490,Benzin,Automaticka,213,1
Porsche,Panamera,21994,2505910,Hybridni,Automaticka,340,2
Land Rover,Defender,0,2509000,Nafta,Automaticka,221,0
Jeep,Wrangler,1,2527690,Benzin,Automaticka,213,1
Land Rover,Range Rover Sport,16000,2529000,Hybridni,Automaticka,338,2
Jeep,Grand Cherokee,2,2529000,Benzin,Automaticka,263,1
Land Rover,Range Rover Sport,0,2529000,Nafta,Automaticka,183,0
Land Rover,Range Rover Sport,0,2534070,Nafta,Automaticka,183,0
Dodge,Ram,1,2537975,Benzin,Automaticka,291,1
Dodge,Challenger,1,2539790,Benzin,Automaticka,527,1
Jeep,Wrangler,1,2539790,Benzin,Automaticka,213,1
Dodge,Charger,1,2539790,Benzin,Automaticka,527,1
Dodge,Ram,1,2539790,Benzin,Automaticka,291,1
Porsche,Cayenne,19600,2540000,Hybridni,Automaticka,250,2
Porsche,Cayenne,13000,2540000,Benzin,Automaticka,260,1
Porsche,Panamera,60000,2541000,Benzin,Automaticka,380,2
BMW,M3,4900,2541900,Benzin,Automaticka,375,3
Porsche,Macan,14700,2549000,Benzin,Automaticka,324,2
Land Rover,Discovery,0,2549000,Nafta,Automaticka,257,1
Land Rover,Defender,29000,2549000,Nafta,Automaticka,221,2
Dodge,Challenger,50,2550000,Benzin,Automaticka,535,0
Land Rover,Range Rover Sport,0,2552575,Nafta,Automaticka,183,0
Land Rover,Range Rover Sport,0,2559000,Nafta,Automaticka,183,0
Land Rover,Defender,10,2566554,Nafta,Automaticka,221,0
Volvo,Ex90,11,2576990,Elektro,Automaticka,300,0
Land Rover,Range Rover Sport,0,2577627,Nafta,Automaticka,183,0
BMW,Rada 5,1000,2579286,Nafta,Automaticka,223,0
Jeep,Grand Cherokee,1,2582745,Benzin,Automaticka,266,1
Land Rover,Discovery,0,2584063,Nafta,Automaticka,257,0
Dodge,Durango,5,2589000,Benzin,Automaticka,355,1
BMW,X6,2469,2590000,Nafta,Automaticka,219,1
Porsche,Cayenne,38200,2590000,Benzin,Automaticka,338,3
Jeep,Grand Cherokee,2,2590000,Benzin,Automaticka,263,1
Land Rover,Defender,0,2599000,Nafta,Automaticka,221,0
Porsche,Cayenne,24000,2599000,Benzin,Automaticka,260,1
BMW,M3,6428,2599000,Benzin,Automaticka,390,1
Porsche,Cayman,18000,2599000,Benzin,Manualni,294,2
Dodge,Ram,2,2599000,Benzin,Automaticka,310,1
BMW,X7,47515,2599900,Benzin,Automaticka,390,2
Porsche,911,47000,2599990,Benzin,Automaticka,350,11
Dodge,Ram,50,2600000,Benzin,Automaticka,313,0
Dodge,Ram,1,2600290,Benzin,Automaticka,291,1
Dodge,Ram,1,2600290,Benzin,Automaticka,402,0
Jeep,Grand Cherokee,1,2612390,Benzin,Automaticka,266,1
Land Rover,Discovery,2900,2614470,Nafta,Automaticka,257,0
Land Rover,Discovery,0,2619000,Nafta,Automaticka,257,0
Land Rover,Defender,0,2619000,Nafta,Automaticka,221,0
Porsche,Cayenne,34500,2626000,Benzin,Automaticka,324,3
Jeep,Grand Cherokee,1,2636590,Benzin,Automaticka,266,1
Dodge,Ram,5,2638000,Benzin,Automaticka,291,1
BMW,Rada 5,15,2641375,Nafta,Automaticka,223,0
Land Rover,Range Rover Sport,0,2645643,Hybridni,Automaticka,338,0
Land Rover,Discovery,0,2649000,Nafta,Automaticka,257,0
Audi,Q7,0,2649000,Nafta,Automaticka,210,0
Land Rover,Range Rover Velar,300,2649605,Nafta,Automaticka,221,1
Dodge,Durango,1,2649900,Benzin,Automaticka,355,1
Porsche,718,15900,2650000,Benzin,Manualni,309,5
Dodge,Durango,50,2650000,Benzin,Automaticka,354,1
Dodge,Ram,1,2660790,Benzin,Automaticka,291,1
Dodge,Ram,1,2660790,Benzin,Automaticka,402,0
Dodge,Ram,10,2661879,Benzin,Automaticka,295,1
Jeep,Grand Cherokee,1,2672890,Benzin,Automaticka,266,1
Land Rover,Defender,0,2672895,Nafta,Automaticka,221,0
Porsche,Boxster,5200,2679000,Benzin,Automaticka,294,1
Dodge,Ram,1,2679900,Benzin,Automaticka,310,0
Jeep,Grand Cherokee,5,2684990,Benzin,Automaticka,268,0
Land Rover,Defender,0,2689000,Nafta,Automaticka,221,0
Land Rover,Range Rover Sport,0,2689000,Nafta,Automaticka,183,0
Audi,S8,37465,2690000,Benzin,Automaticka,420,3
Porsche,Cayenne,15000,2690000,Hybridni,Automaticka,346,1
Dodge,Ram,1,2692250,Benzin,Automaticka,402,0
Jeep,Grand Cherokee,1,2697090,Benzin,Automaticka,266,1
Land Rover,Range Rover Sport,30832,2699000,Nafta,Automaticka,258,2
Land Rover,Defender,0,2699000,Nafta,Automaticka,221,0
Porsche,Cayenne,29900,2699000,Benzin,Automaticka,338,3
Land Rover,Range Rover Sport,3795,2699000,Benzin,Automaticka,423,4
Land Rover,Range Rover Sport,0,2699000,Nafta,Automaticka,221,0
Land Rover,Defender,33000,2699900,Benzin,Automaticka,386,2
Land Rover,Range Rover Sport,4500,2699900,Nafta,Automaticka,221,1
BMW,X5,84000,2699990,Benzin,Automaticka,460,2
Dodge,Ram,32200,2700000,Benzin,Automaticka,516,4
Land Rover,Range Rover Sport,0,2709000,Nafta,Automaticka,221,0
Land Rover,Defender,0,2709000,Nafta,Automaticka,221,0
Land Rover,Range Rover Velar,0,2719000,Benzin,Automaticka,294,0
Land Rover,Defender,0,2719000,Nafta,Automaticka,183,0
Land Rover,Range Rover Sport,0,2719000,Nafta,Automaticka,183,1
Dodge,Ram,1,2721290,Benzin,Automaticka,306,0
Dodge,Ram,1,2721290,Benzin,Automaticka,291,1
Dodge,Ram,1,2721290,Benzin,Automaticka,306,1
Jeep,Wagoneer,1,2721290,Benzin,Automaticka,292,1
Land Rover,Defender,0,2739000,Nafta,Automaticka,221,0
Porsche,Cayenne,50,2740000,Benzin,Automaticka,260,0
Porsche,Panamera,70000,2740000,Hybridni,Automaticka,324,3
BMW,Rada 5,1000,2747480,Nafta,Automaticka,210,0
Audi,Rs6,24200,2748000,Benzin,Automaticka,441,4
Land Rover,Range Rover Sport,29600,2749000,Nafta,Automaticka,258,2
Land Rover,Range Rover Sport,0,2749000,Hybridni,Automaticka,338,0
